"","county","id","odate","capacity.KW","rotor.diameter.m","hub.heigh.m","Manufacture","Type.designation","county.no","Type.of.location","Cadastral.district","Cadastral.no","X.east.coordinate","Y.north.coordinate","Distribution.company.number","Type.of.connection","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","ddate","eastWest","fullLoad","scrapped","time","survival","under100","under150","under450","InstallYear"
"1","Aabenraa","w570715000000048852",1999-04-14, 600, 42.00, 45.50,"Wind World","W 4200/600-150",580,"LAND","Hellevad","40",  513454.2,  6105176.7,"WKA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 700757,1342077, 988485,1182806,1072531, 1154927, 1120179, 910063,  830674,1260180, 1017902, 1032721, 1047382,NA,"west",1804.93106,0, 4857, 4857+,0,0,0,"1999"
"2","Aabenraa","w570715000000050640",1986-08-29,  80, 17.00, 40.00,"Tellus","TE 80/17",580,"LAND","Bolderslev, Bjolderup","448",  516375.6,  6093654.0,"200249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,      0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-10-06,"west",NA,1, 5152, 5152 ,0,0,0,"1986"
"3","Aabenraa","w570715000000154935",2011-12-14,2000, 80.00, 60.00,"Vestas","V 80-2 MW",580,"LAND","Eggebæk Tinglev","180",  512788.0,  6079547.0,"44197623","10 kV siden af 10/0,4 kV transformer (eller tilsvarende) (inkluderer møller tilsluttet i 10kV-nettet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  272350,NA,"west",NA,0,  230,  230+,0,0,0,"2000"
"4","Aabenraa","w570715000000155031",2011-12-16,2000, 80.00, 60.00,"Vestas","V 80-2 MW",580,"LAND","Eggebæk Tinglev","109",  513638.0,  6079226.0,"44197626","10 kV siden af 10/0,4 kV transformer (eller tilsvarende) (inkluderer møller tilsluttet i 10kV-nettet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  278772,NA,"west",NA,0,  228,  228+,0,0,0,"2000"
"5","Aabenraa","w570715000000048425",2000-11-13,1500, 64.00, 60.00,"NEG Micon","NM 1500/64",580,"LAND","Jyndevad","348",  511198.4,  6079959.5,"91454","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 396785,2506109,2995930,2619226, 2853856, 2836874,2804777, 3167125,3202189, 2696679, 2416144, 2953480,NA,"west",1873.26060,0, 4278, 4278+,0,0,0,"2000"
"6","Aabenraa","w570715000000049842",2000-12-15, 750, 48.00, 45.00,"NEG Micon","NM 48/750",580,"LAND","Sågård Kliplev","32",  530816.4,  6089857.8,"200142","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  39278,1211413,1459153,1238030, 1363712, 1324034,1214411, 1519194,1456567, 1251591, 1253671, 1397026,NA,"west",1772.23680,0, 4246, 4246+,0,0,0,"2000"
"7","Aabenraa","w570715000000056536",2002-12-28, 900, 52.00, 44.00,"NEG Micon","NM 52/900 44",580,"LAND","Røllum, Ensted","315",  523161.6,  6094202.4,"200152","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 799594,1244447, 1376382, 1364064,1283541, 1507651,1311960, 1284020, 1224171, 1450259,NA,"west",1471.69944,0, 3503, 3503+,0,0,0,"2000"
"8","Aabenraa","w570715000000046094",1990-04-25, 150, 24.60, 32.70,"Nordtank","NTK 150 XLR-Nordtank",580,"LAND","Rens","225",  503129.3,  6083097.8,"30705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 212163, 282776, 261710, 268970, 348830, 297940, 226080, 333210, 333510, 268156, 307709, 234728, 280616, 243708,  259308,  227265, 169900,  309183, 288180,  231938,  127533,NA,2010-09-02,"west",1815.33930,1, 7435, 7435 ,0,1,1,"1990"
"9","Aabenraa","w570715000000056109",2001-10-25, 660, 47.00, 45.00,"Vestas","V 47-660",580,"LAND","Hokkerup, Holbøl","250",  532452.7,  6083203.6,"200153","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 218589,1173434,1008934, 1125696, 1108631,1020354, 1275984,1212684, 1041107,  989160, 1088913,NA,"west",1676.09158,0, 3932, 3932+,0,0,0,"2000"
"10","Aabenraa","w570715000000048395",2000-11-08,1500, 64.00, 60.00,"NEG Micon","NM 64/1500",580,"LAND","Jyndevad","363",  510357.4,  6080344.0,"91451","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 531812,2458565,2921921,2580749, 2667207, 2764666,2727122, 3116102,3190230, 2615739, 2358713, 2885826,NA,"west",1826.73427,0, 4283, 4283+,0,0,0,"2000"
"11","Aabenraa","w570715000000050626",1987-05-22,  75,  0.00,  0.00,"Micon","Ukendt-Micon",580,"LAND","Genner, Øster Løgum","27",  527889.4,  6110664.0,"200247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127400, 217114, 216342, 221750, 164683, 160168, 130424, 122280,  99478,  92281,  98985, 114385, 102547, 114599,  88179,  77219,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-11-13,"west",1850.68095,1, 5654, 5654 ,1,0,0,"1987"
"12","Aabenraa","w570715000000049705",2000-09-01, 900, 52.00, 44.00,"NEG Micon","NM 52/900 44",580,"LAND","Bjerndrup","3",  521640.5,  6088220.2,"200127","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 563664,1310207,1609739,1363823, 1492164, 1470742,1376754, 1647154,1636922, 1401299, 1336838, 1490648,NA,"west",1627.29356,0, 4351, 4351+,0,0,0,"2000"
"13","Aabenraa","w570715000000051029",1999-07-15, 750, 48.00, 45.00,"NEG Micon","NM 48/750",580,"LAND","Tumbøl","185",  534004.6,  6093613.4,"200292","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 643030,1610398,1218486,1507296,1309314, 1430593, 1429029,1300217, 1592646,1526343, 1337076, 1254501, 1503777,NA,"west",1880.71503,0, 4765, 4765+,0,0,0,"1999"
"14","Aabenraa","w570715000000056116",2001-10-30, 660, 47.00, 45.00,"Vestas","V 47-660",580,"LAND","Hokkerup, Holbøl","26",  532260.2,  6083139.8,"200154","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 207904,1248184,1058453, 1164885, 1167376,1054127, 1303193,1228487, 1098955, 1066780, 1234988,NA,"west",1749.23232,0, 3927, 3927+,0,0,0,"2000"
"15","Aabenraa","w570715000000154959",2011-12-15,2000, 80.00, 60.00,"Vestas","V 80-2 MW",580,"LAND","Eggebæk Tinglev","269",  513071.0,  6079440.0,"44197624","10 kV siden af 10/0,4 kV transformer (eller tilsvarende) (inkluderer møller tilsluttet i 10kV-nettet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  273785,NA,"west",NA,0,  229,  229+,0,0,0,"2000"
"16","Aabenraa","w570715000000049781",2000-10-30, 750, 44.00, 46.00,"NEG Micon","NM 750-200/48",580,"LAND","Svejrup","40",  536009.4,  6094370.1,"200135","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 300501,1207931,1408776,1242319, 1355387, 1323274,1226238, 1478141,1422340, 1210456, 1184122, 1306220,NA,"west",1741.19787,0, 4292, 4292+,0,0,0,"2000"
"17","Aabenraa","w570715000000048418",2000-11-08,1500, 64.00, 60.00,"NEG Micon","NM 1500/64",580,"LAND","Jyndevad","347",  510905.2,  6080098.0,"91453","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 517772,2494075,2896377,2538884, 2705399, 2709526,2672412, 3068058,3230107, 2662299, 2335801, 2946419,NA,"west",1820.86253,0, 4283, 4283+,0,0,0,"2000"
"18","Aabenraa","w570715000000048135",1999-12-30, 660, 47.00, 45.00,"Vestas","V 47-660",580,"LAND","Klovtoft","251",  510581.8,  6100076.9,"91019","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,1475028,1219378,1427488,1222328, 1316845, 1327215,1263339, 1495335,1425680, 1231929, 1045391, 1355769,NA,"west",1990.35207,0, 4597, 4597+,0,0,0,"1999"
"19","Aabenraa","w570715000000155055",2011-12-17,2000, 80.00, 60.00,"Vestas","V 80-2 MW",580,"LAND","Eggebæk Tinglev","176",  511208.0,  6079012.0,"44197628","10 kV siden af 10/0,4 kV transformer (eller tilsvarende) (inkluderer møller tilsluttet i 10kV-nettet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  249628,NA,"west",NA,0,  227,  227+,0,0,0,"2000"
"20","Aabenraa","w570715000000048142",1999-12-27, 660, 47.00, 45.00,"Vestas","V 47-660",580,"LAND","Klovtoft","256",  510731.7,  6099858.0,"91020","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,1451072,1188358,1385832,1182081, 1311690, 1279579,1213385, 1430510,1418638, 1188385, 1131201, 1330990,NA,"west",1953.26873,0, 4600, 4600+,0,0,0,"1999"
"21","Aabenraa","w570715000000056529",2002-01-01, 900, 52.00, 44.00,"NEG Micon","NM 52/900 44",580,"LAND","Røllum, Ensted","100",  523579.2,  6094090.5,"200152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 799594,1244447, 1376382, 1364064,1283541, 1507651, 863651,NA, 1224171, 1450259,2008-03-31,"west",1505.79667,1, 2281, 2281 ,0,0,0,"2000"
"22","Aabenraa","w570715000000049835",2000-12-15, 660, 47.00, 45.00,"Vestas","V 47-660",580,"LAND","Gejlå Holbøl","1",  522548.5,  6084012.2,"200141","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  27415, 959641,1165361, 995954, 1095032, 1081458, 988335, 1240421,1139296,  982015,  942569,  929076,NA,"west",1604.55788,0, 4246, 4246+,0,0,0,"2000"
"23","Aabenraa","w570715000000048128",1999-12-23, 900, 52.00, 45.00,"NEG Micon","NM 52/900",580,"LAND","Brystrup","379",  512346.3,  6104580.2,"91013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,2045961,1703213,1651636,1320238, 1846755, 1849148,1644489, 2076484,2055124, 1768931, 1710826, 1973375,NA,"west",1987.15202,0, 4604, 4604+,0,0,0,"1999"
"24","Aabenraa","w570715000000155062",2011-12-16,2000, 80.00, 60.00,"Vestas","V 80-2 MW",580,"LAND","Eggebæk Tinglev","31",  518489.0,  6078905.0,"44197629","10 kV siden af 10/0,4 kV transformer (eller tilsvarende) (inkluderer møller tilsluttet i 10kV-nettet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,   93532,NA,"west",NA,0,  228,  228+,0,0,0,"2000"
"25","Aabenraa","w570715000000050619",1986-10-13,  90, 19.00, 23.00,"Vestas","V 19-90",580,"LAND","Alslev ejerlav","75",  518682.5,  6096844.0,"200246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  37401,137092, 152868, 152324, 156132, 177392, 146575, 148575, 158103, 135789, 127593, 134508, 140002, 121100, 140490, 107980,  35488,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-02-25,"west",1582.60963,1, 5614, 5614 ,1,0,0,"1986"
"26","Aabenraa","w570715000000050176",1993-09-29, 225, 27.00, 31.50,"Vestas","V 27-225",580,"LAND","Sdr. Ønlev","20",  518427.0,  6098442.8,"200217","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  85680, 461790, 400610, 358100, 395144, 415591, 380651, 423302, 330677, 396651, 331026,  365556,  358983, 331376,  409800, 403826,  333185,  306140,  376284,NA,"west",1673.83216,0, 6880, 6880+,0,0,1,"1993"
"27","Aabenraa","w570715000000049699",2000-08-22, 900, 52.00, 44.00,"NEG Micon","NM 52/900 44",580,"LAND","Bjerndrup","3",  521457.3,  6088458.7,"200126","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 578126,1349361,1617455,1370121, 1511251, 1476281,1366984, 1641035,1639104, 1332886, 1264696, 1469104,NA,"west",1618.79711,0, 4361, 4361+,0,0,0,"2000"
"28","Aabenraa","w570715000000048159",1999-12-27, 660,  0.10,  0.10,"Ukendt","Ukendt-Ukendt",580,"LAND","Ukendt","0",  510912.1,  6099592.4,"91021","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,1522889,1215529,1399349,1223283, 1329241, 1335272,1228495, 1460067,1433533, 1220606, 1134182, 1348030,NA,"west",1997.58209,0, 4600, 4600+,0,0,0,"1999"
"29","Aabenraa","w570715000000051081",1999-10-26,1300, 62.00, 45.00,"BONUS","1,3 MW",580,"LAND","Kassø","9",  513604.6,  6098649.3,"200299","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 528506,2553217,2207538,2434072,2202462, 2433983, 2436735,2352604, 2821806,2532851, 2302653, 2187294, 2565503,NA,"west",1850.71434,0, 4662, 4662+,0,0,0,"1999"
"30","Aabenraa","w570715000000049774",2000-12-20, 660, 47.00, 45.00,"Vestas","V 47-660",580,"LAND","Gejlå","1",  522800.6,  6083985.7,"200134","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  17304, 868366,1106577, 912120, 1001241,  992647, 915263, 1117209,1010353,  904687,  795725, 1015667,NA,"west",1458.21030,0, 4241, 4241+,0,0,0,"2000"
"31","Aabenraa","w570715000000051012",1999-07-19, 750, 48.00, 45.00,"NEG Micon","NM 48/750",580,"LAND","Felsted","4",  533755.0,  6093543.6,"200291","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 720983,1714792,1395736,1623172,1436056, 1577420, 1559165,1438500, 1692566,1646466, 1461051, 1415685, 1590952,NA,"west",2055.83139,0, 4761, 4761+,0,0,0,"1999"
"32","Aabenraa","w570715000000048432",2000-11-16,1500, 64.00, 60.00,"NEG Micon","NM 1500/64",580,"LAND","Jyndevad","411",  511479.1,  6079836.7,"91455","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 448226,2483298,2941269,2632951, 2796487, 2825251,2760203, 3172840,3183726, 2650548, 2367040, 2940015,NA,"west",1854.24087,0, 4275, 4275+,0,0,0,"2000"
"33","Aabenraa","w570715000000154713",2011-12-14,2000, 80.00, 60.00,"Vestas","V 80-2 MW",580,"LAND","Eggebæk Tinglev","180",  512424.0,  6079448.0,"44197622","10 kV siden af 10/0,4 kV transformer (eller tilsvarende) (inkluderer møller tilsluttet i 10kV-nettet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  309377,NA,"west",NA,0,  230,  230+,0,0,0,"2000"
"34","Aabenraa","w570715000000049668",2000-07-14, 850, 52.00, 46.00,"Vestas","V 52-850",580,"LAND","Kassø","138",  513450.0,  6097961.5,"200123","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 656557,1363716,1531147,1083521,  975182, 1513787,1596827, 1925787,1663890, 1469920, 1400089, 1707449,NA,"west",1708.69012,0, 4400, 4400+,0,0,0,"2000"
"35","Aabenraa","w570715000000060250",2002-07-03, 900, 52.00, 44.00,"NEG Micon","NM 52/900 44",580,"LAND","Bodum","148",  526583.2,  6103248.4,"200151","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 673913,1434317, 1623968, 1565164,1425285, 1781236,1696809, 1469862, 1445514, 1584315,NA,"west",1728.07708,0, 3681, 3681+,0,0,0,"2000"
"36","Aabenraa","w570715000000048388",2000-11-08,1500, 64.00, 60.00,"NEG Micon","NM 1500/64",580,"LAND","Jyndevad","101",  510086.9,  6080472.0,"91450","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 526533,2526988,3015634,2623300, 2825400, 2815627,2815576, 3213508,3066722, 2651439, 2426925, 2898810,NA,"west",1865.40793,0, 4283, 4283+,0,0,0,"2000"
"37","Aabenraa","w570715000000050572",1986-11-27,  80, 17.00, 22.00,"Tellus","TE 80/17",580,"LAND","Bjolderup","63",  515099.6,  6092534.0,"200244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  12740,140086, 156207, 155651, 159543, 151683, 157945, 154894, 169031, 132880, 130924, 145015, 146863, 128800, 146002, 110493,  89220,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-08-08,"west",1821.68083,1, 5733, 5733 ,1,0,0,"1986"
"38","Aabenraa","w570715000000049996",2000-01-27, 600, 48.00, 46.00,"NEG Micon","NM 600/48",580,"LAND","Vilsbæk, Holbøl","37",  525502.8,  6084713.0,"200205","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1333416,1063701,1215789,1073222, 1160511, 1162494,1088211, 1292223,1144227, 1083736, 1031674, 1202036,NA,"west",1885.96467,0, 4569, 4569+,0,0,0,"2000"
"39","Aabenraa","w570715000000050022",1998-02-13, 660, 47.00, 45.00,"Vestas","V 47-660",580,"LAND","Kassø","4",  513914.2,  6097343.0,"200209","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1413584,1376670,1617506,1256514,1468273,1247057, 1388710, 1349133,1271335, 1552880,1511483, 1287477, 1226491, 1451471,NA,"west",2090.09205,0, 5282, 5282+,0,0,0,"1998"
"40","Aabenraa","w570715000000048401",2000-11-08,1500, 64.00, 60.00,"NEG Micon","NM 1500/64",580,"LAND","Jyndevad","417",  510718.0,  6080416.0,"91452","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 476378,2410482,2949270,2594498, 2750799, 2774713,2743180, 3134480,3188173, 2575686, 2305012, 2813528,NA,"west",1828.41953,0, 4283, 4283+,0,0,0,"2000"
"41","Aabenraa","w570715000000049989",1999-05-26, 600, 48.00, 46.00,"NEG Micon","NM 600/48",580,"LAND","Vilsbæk, Holbøl","37",  525613.3,  6084488.1,"200205","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 969861,1440776,1063699,1215789,1073222, 1160511, 1162494,1088211, 1292223,1144227, 1083736, 1031674, 1202036,NA,"west",1932.81242,0, 4815, 4815+,0,0,0,"1999"
"42","Aabenraa","w570715000000050220",1991-01-04, 150, 27.00, 40.00,"Nordex","N 150",580,"LAND","Kassø","30",  515569.8,  6098410.6,"200222","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 412310, 462580, 430370, 480860, 426200, 396920, 418372, 434977, 402965, 445718, 342104, 397975, 346083,  374130,  375129, 360640,  415887, 416410,  357951,  328273,  403091,NA,"west",2671.41895,0, 7879, 7879+,0,1,1,"1991"
"43","Aabenraa","w570715000000050060",1996-12-03, 600, 44.00, 40.00,"Vestas","V 44-600",580,"LAND","Vollerup Bjolderup","300",  512749.8,  6093527.6,"200213","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  77670,1204650,1357426,1170762,1348619,1042166,1130438,1059377, 1147592, 1160882,1090439, 1307771,1262897, 1076089, 1015758, 1234971,NA,"west",1949.38881,0, 5719, 5719+,0,0,0,"1996"
"44","Aabenraa","w570715000000050077",1996-10-09, 600, 44.00, 40.00,"Vestas","V 44-600",580,"LAND","Hjolderup","85",  513952.9,  6096663.7,"200214","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 284540,1237160,1354925,1173424,1357096,1043519,1239907,1064070, 1175279, 1152855,1009191, 1314873,1285134, 1027601,  929999, 1095495,NA,"west",1948.21821,0, 5774, 5774+,0,0,0,"1996"
"45","Aabenraa","w570715000000049804",2000-12-23, 660, 47.00, 45.00,"Vestas","V 47-660",580,"LAND","Gejlå","19",  522598.0,  6084583.4,"200137","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  14605, 999569,1179698,1017793, 1132238, 1101475,1007237, 1271392,1179977, 1006125,  979714, 1149145,NA,"west",1647.76030,0, 4238, 4238+,0,0,0,"2000"
"46","Aabenraa","w570715000000049811",2000-12-20, 660, 47.00, 45.00,"Vestas","V 47-660",580,"LAND","Gejlå Holbøl","1",  522565.0,  6084202.0,"200139","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  18288, 950951,1142223, 978716, 1084703, 1056049, 958097, 1224971,1113263,  928145,  800015, 1098323,NA,"west",1551.08076,0, 4241, 4241+,0,0,0,"2000"
"47","Aabenraa","w570715000000051005",1999-11-11, 660, 47.00, 45.00,"Vestas","V 47-660",580,"LAND","Kassø","2",  515913.7,  6097926.8,"200289","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 292791,1554265,1186984,1392131,1211900, 1358837, 1332306,1289261, 1541938,1447947, 1274789, 1203595, 1411724,NA,"west",2037.73457,0, 4646, 4646+,0,0,0,"1999"
"48","Aabenraa","w570715000000049972",1999-02-19, 600, 48.00, 46.00,"NEG Micon","NM 600/48",580,"LAND","Vilsbæk, Holbøl","103",  525374.6,  6084511.0,"200205","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1724197,1440776,1063699,1215789,1073222, 1160511, 1162494,1088211, 1292223,1144227, 1083736, 1031674, 1202036,NA,"west",1932.81242,0, 4911, 4911+,0,0,0,"1999"
"49","Aabenraa","w570715000000050282",1990-09-06, 150, 23.00, 30.00,"BONUS","150 kW",580,"LAND","Hokkerup, Holbøl","17",  532738.7,  6082696.6,"200224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 106470, 306050, 311480, 309210, 324630, 286570, 264900, 293590, 332834, 274360, 299904, 232426, 276480, 234591,  244990,  179403, 176351,  233556, 211884,  203860,  124592,NA,2010-08-31,"west",1753.35754,1, 7299, 7299 ,0,1,1,"1990"
"50","Aabenraa","w570715000000050435",1988-11-16, 200, 25.00, 30.00,"Vestas","V 25-200",580,"LAND","Søst Rise","5",  520919.7,  6099749.0,"200232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  28226, 334522, 342886, 350060, 365686, 365480, 393277, 332656, 287147, 322471, 344894, 305727, 354331, 259960, 313135, 267088,  289636,  296972, 275114,  340331, 317981,  274723,  150309,NA,2010-08-16,"west",1603.35167,1, 7943, 7943 ,0,0,1,"1988"
"51","Aabenraa","w570715000000095436",2010-12-10,3000, 90.00, 80.00,"Vestas","V 90-3 MW",580,"LAND","Rens Burkal","254",  504286.0,  6080646.5,"44197341","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  430763, 7745078,NA,"west",NA,0,  599,  599+,0,0,0,"2000"
"52","Aabenraa","w570715000000050169",1995-08-22, 600, 48.00, 46.00,"NEG Micon","NM 600/48",580,"LAND","Hokkerup Bov","10",  533938.6,  6083446.9,"200216","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 327680,1176520,1248530,1334782,1073423,1222225,1037316,1202103,1007204, 1111949, 1074393, 963933,  470202, 879050,  982167, 1034094, 1105929,NA,"west",1757.54344,0, 6188, 6188+,0,0,0,"1995"
"53","Aabenraa","w570715000000051104",1999-12-22,1300, 62.00, 45.00,"BONUS","N60/1300",580,"LAND","Kassø","16",  516365.5,  6100149.4,"200301","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  77630,2580036,1965173,2306086,1998948, 2240334, 2202153,2083830, 2485669,2468874, 2245022, 2105109, 2487115,NA,"west",1725.96042,0, 4605, 4605+,0,0,0,"1999"
"54","Aabenraa","w570715000000047701",1998-12-01, 750, 48.00, 46.00,"NEG Micon","NM 48/750",580,"LAND","Sottrup","4",  505785.0,  6091340.3,"90413","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,1453600,1641728,1283126,1486819,1282570, 1424056, 1392557,1304157, 1540521,1526941, 1292193, 1191670, 1476548,NA,"west",1868.88200,0, 4991, 4991+,0,0,0,"1998"
"55","Aabenraa","w570715000000050213",1991-08-28, 150, 23.00, 30.00,"BONUS","150 kW",580,"LAND","Felsted ejerlav","29",  532434.9,  6093998.9,"200221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 151930, 327300, 320810, 350940, 301170, 273690, 302410, 320917, 293185, 318591, 257942, 288731, 264496,  283862,  235396, 207547,  220295, 261422,  197023,  128268,NA,2010-08-30,"west",1861.38037,1, 6942, 6942 ,0,1,1,"1991"
