"","county","id","odate","capacity.KW","rotor.diameter.m","hub.heigh.m","Manufacture","Type.designation","county.no","Type.of.location","Cadastral.district","Cadastral.no","X.east.coordinate","Y.north.coordinate","Distribution.company.number","Type.of.connection","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","ddate","eastWest","fullLoad","scrapped","time","survival","under100","under150","under450","InstallYear"
"1098","Guldborgsund","w570714700000011993",1998-12-14, 750, 48.00, 45.00,"NEG Micon","NM 48/750",376,"LAND","Hullebæk By, Systofte","9b",  688316.8,  6077533.6,"192201","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 135758,1376785,1528126,1269623,1547470,1309726, 1464083, 1341697,1248249, 1506678,1589457, 1042092, 1298535, 1529348,NA,"east",1835.83567,0, 4978, 4978+,0,0,0,"1998"
"1099","Guldborgsund","w570714700000008528",1989-08-31, 150, 25.00, 31.00,"Wind World","W 2500-150",376,"LAND","Vigsnæs By, Vigsnæs","7a",  670452.2,  6086021.8,"166947","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 133880, 479340, 433200, 456340, 379660, 493000, 444300, 382100, 420000, 497409, 294700, 512473, 373186, 379123, 385302,  431385,  396530, 362174,  435634, 406271,  371242,  396454,  314172,NA,"east",2771.37238,0, 8370, 8370+,0,1,1,"1989"
"1100","Guldborgsund","w570714700000007286",1986-04-16,  80, 17.00, 24.00,"SVEDANA","SVEDANA 80",376,"LAND","Systofte","2e m.fl",  687833.6,  6073960.5,"155852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  47480, 90000,  90000, 116040, 132920,  75980,  70000,  61740, 108720,  94420, 115100, 105520, 103960,  85880,  67520,  50980,  67960,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-11-13,"east",1140.65000,1, 6055, 6055 ,1,0,0,"1986"
"1101","Guldborgsund","w570714700000008955",1990-10-10, 150, 23.00, 30.00,"BONUS","150/30 kW",376,"LAND","Nørre Alslev","12a",  683756.9,  6090576.2,"175364","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  55060, 333540, 358660, 306640, 399720, 376640, 293360, 338380, 398913, 320100, 334206, 290204, 333660, 302611,  321623,  297434, 274385,  339578, 342672,  271943,  295642,  343396,NA,"east",2176.63700,0, 7965, 7965+,0,1,1,"1990"
"1102","Guldborgsund","w570714700000106569",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  678536.0,  6049065.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1103","Guldborgsund","w570714700000010279",1996-10-31, 600, 44.00, 40.00,"Vestas","V 44-600",376,"LAND","Brarup","3a m.fl",  677839.8,  6086855.1,"184250","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,1227087,1509666,1195841,1301897,1090196,1252379,1118295, 1296069, 1215287,1066125, 1449483,1306253, 1103913,  898116, 1011010,NA,"east",2027.45321,0, 5752, 5752+,0,0,0,"1996"
"1104","Guldborgsund","w570714700000002113",1994-05-01, 450, 37.00, 35.00,"BONUS","MK lll",376,"LAND","Uoplyst","3",  682250.3,  6086202.6,"182424","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 518440, 937333, 762333,  77400, 950000, 715667, 823000, 655121, 797708, 749381,  840604,  783075, 699720,  866346, 873434,  738749,  740749,  883202,NA,"east",1668.14167,0, 6666, 6666+,0,0,1,"1994"
"1105","Guldborgsund","w570714700000013850",2000-12-05, 600, 44.00, 35.00,"BONUS","600   - MK lV",376,"LAND","Væggerløse","3a",  685747.1,  6062565.1,"195509","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  77642,1202376,1341340,1175131, 1362274, 1209554,1190212, 1483333,1516183, 1239605, 1154081, 1452863,NA,"east",2145.68150,0, 4256, 4256+,0,0,0,"2000"
"1106","Guldborgsund","w570714700000014031",1988-10-25, 150, 24.00, 25.00,"BONUS","150/30 kW",376,"LAND","Egebjerg, Sdr. Kirkeby","7d",  692316.9,  6072496.5,"164374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  94313, 292495, 335155, 278683, 320803, 256003, 350613, 313825, 265758, 283298, 321370, 259364, 275477, 232495, 289930, 239859,  256056,  219107, 226022,  232106,NA,NA,NA,NA,2007-12-10,"east",1857.89370,1, 6985, 6985 ,0,1,1,"1988"
"1107","Guldborgsund","w570714700000106200",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  675099.4,  6049533.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1108","Guldborgsund","w570714700000013195",2000-07-17, 660, 47.00, 40.00,"Vestas","V 47",376,"LAND","Tårs By Og Sogn","22a",  669698.0,  6080170.5,"194940","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 471135,1121732,1209233,1111666, 1239640, 1217170,1084702, 1427429,1353364, 1153375, 1154808, 1252947,NA,"east",1829.26045,0, 4397, 4397+,0,0,0,"2000"
"1109","Guldborgsund","w570714700000106385",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  676817.6,  6049299.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1110","Guldborgsund","w570714700000008917",1990-08-03, 150, 28.00, 31.00,"Wind World","W 2800-150",376,"LAND","Øster Ulslev By, Ø.Ulslev","12a",  668757.2,  6063882.2,"175121","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 169806, 394336, 436214, 359116, 462700, 418780, 352094, 252948, 451404, 356387, 408870, 334355, 371943, 319591,  345555,  316996, 292832,  344958, 356691,  313406,  288182,  349460,NA,"east",2392.45267,0, 8033, 8033+,0,1,1,"1990"
"1111","Guldborgsund","w570714700000106422",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  676892.4,  6047373.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1112","Guldborgsund","w570714700000009303",1991-11-15, 150, 23.80, 30.00,"BONUS","V27-225",376,"LAND","Marrebæk By, Væggerløse","6h",  686582.0,  6062456.0,"177780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  60120, 381760, 317600, 414180, 374420, 307800, 333920, 410060, 339327, 355131, 293131, 330207, 220084,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-20,"east",2337.90061,1, 4388, 4388 ,0,1,0,"1991"
"1113","Guldborgsund","w570714700000106439",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  676911.2,  6046892.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1114","Guldborgsund","w570714700000007552",1987-03-06,  95, 19.40, 24.00,"BONUS","96",376,"LAND","Marrebæk By, Væggerløse","11f",  686671.3,  6062451.7,"158717","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 86430, 150000, 152290, 187010, 153800, 194460, 161250, 186570, 150560, 122360, 163920, 170320, 144210, 159840, 134210, 152480, 111690,  150690,   87221, 100638,  147383, 121804,  106099,   80288,  141652,NA,"east",1505.30572,0, 9279, 9279+,1,0,1,"1987"
"1115","Guldborgsund","w570714700000013522",2000-07-07, 750, 48.00, 45.00,"NEG Micon","NM 48/750",376,"LAND","Nysted Købst.","25a",  679838.9,  6062846.5,"194962","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 698190,1369140,1479717,1395964, 1552148, 1424916,1429754, 1323300,1713609, 1372564, 1328779, 1647441,NA,"east",1918.65213,0, 4407, 4407+,0,0,0,"2000"
"1116","Guldborgsund","w570714700000106576",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  678554.9,  6048584.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1117","Guldborgsund","w570714700000009839",1995-08-14, 500, 41.00, 35.00,"BONUS","39-500",376,"LAND","Skelby By, Skelby","14g",  687652.2,  6055779.9,"182726","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 516000,1234830,1435650,1775955,1491347,1588426,1383513,1507712,1346417, 1599315, 1377645,1355838, 1700323,1726737, 1474110, 1376124, 1322119,NA,"east",2983.19227,0, 6196, 6196+,0,0,0,"1995"
"1118","Guldborgsund","w570714700000106477",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  677676.8,  6049182.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1119","Guldborgsund","w570714700000009532",1993-09-28, 300, 31.00, 30.00,"BONUS","300   COMBI",376,"LAND","Gedesby By, Gedesby","10a",  688501.4,  6055170.5,"180658","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 912138, 913413, 835293, 680226, 752169, 922880, 773140, 819170, 698116, 663371, 697263,  818209,  748301, 722008,  763677, 866857,  712877,  668454,  820984,NA,"east",2559.88706,0, 6881, 6881+,0,0,1,"1993"
"1120","Guldborgsund","w570714700000007880",1988-05-26, 150, 23.00, 24.50,"BONUS","150   - MK l",376,"LAND","Eskilstrup","9b",  682874.6,  6083630.0,"163319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 158190, 288050, 318640, 282590, 300460, 246100, 327220, 298700, 251120, 263248, 299844, 238460, 260213, 214970, 208894,      0,NA,NA,NA,NA,NA,NA,NA,NA,2003-08-21,"east",1808.81381,1, 5565, 5565 ,0,1,0,"1988"
"1121","Guldborgsund","w570714700000106330",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  676032.9,  6047490.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1122","Guldborgsund","w570714700000013478",2000-07-17, 660, 47.00, 40.50,"Vestas","V 47",376,"LAND","Tårs By Og Sogn","del 2af22a",  669715.1,  6080360.4,"194939","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 436859,1076289,1177266,1104093, 1243862, 1145575,1047843, 1432622,1342906, 1139068, 1010276, 1283428,NA,"east",1775.72727,0, 4397, 4397+,0,0,0,"2000"
"1123","Guldborgsund","w570714700000008351",1989-04-12, 150, 23.00, 24.50,"BONUS","150/30 kW",376,"LAND","Bruserup By, Væggerløse","6a",  685864.6,  6061430.5,"166003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 209694, 432334, 377512, 409190, 311340, 426500, 373900, 308700, 333300, 415902, 329088, 348485, 301477, 339841, 241250,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-20,"east",2414.13795,1, 5335, 5335 ,0,1,0,"1989"
"1124","Guldborgsund","w570714700000106132",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  674277.3,  6048687.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1125","Guldborgsund","w570714700000006418",1996-01-08, 550, 41.10, 42.30,"NEG Micon","NTK 550/41-NEG Micon",376,"LAND","Krårup By Våbensted","1",  663517.8,  6076191.5,"MA12993","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 754850, 925988,1118461, 922534, 998986, 828746, 751131, 851995,  928303,  882222, 811929,  983862,1015316,  844160,  796054,  814224,NA,"east",1644.11519,0, 6049, 6049+,0,0,0,"1996"
"1126","Guldborgsund","w570714700000008924",1990-08-16, 150, 28.00, 31.00,"Wind World","W 2800-150",376,"LAND","Grønnegade By, Bregninge","a",  672591.4,  6066187.1,"175125","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 160000, 380000, 395000, 332500, 444900, 400000, 323600, 361000, 423908, 349222, 371994, 303628, 355773, 312654,  354386,  329624, 298826,  365459, 365382,  288288,  308717,  333801,NA,"east",2354.95367,0, 8020, 8020+,0,1,1,"1990"
"1127","Guldborgsund","w570714700000008948",1990-09-14, 150, 28.00, 31.00,"Wind World","W 2800-150",376,"LAND","Bregninge","23b",  675119.3,  6066625.6,"175363","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 133910, 371100, 382000, 306250, 432040, 384020, 300100, 341180, 413145, 318600, 361477, 295706, 335515, 300426,  337529,  285737, 277840,  335129, 356136,  267830,  255480,  300741,NA,"east",2219.08000,0, 7991, 7991+,0,1,1,"1990"
"1128","Guldborgsund","w570714700000008108",1988-10-25, 150, 24.00, 25.00,"BONUS","150/30 kW",376,"LAND","Egebjerg, Sdr. Kirkeby","7d",  692309.5,  6072500.5,"164374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  94313, 292495, 335155, 278683, 320803, 256003, 350613, 313825, 265758, 283298, 321370, 259364, 275477, 232495, 289930, 239859,  256056,  219107, 226022,  232106,NA,NA,NA,NA,2007-12-10,"east",1857.89370,1, 6985, 6985 ,0,1,1,"1988"
"1129","Guldborgsund","w570714700000009341",1991-12-09, 250, 31.00, 30.00,"BONUS","300   COMBI",376,"LAND","Virket, Falkerslev","15a",  691756.4,  6080313.2,"178225","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  97830, 488100, 453030, 600600, 518700, 441600, 386820, 672911, 458874, 491690, 413258, 500847, 433037,  486831,  441743, 405797,  387172, 486029,  414929,  388506,  463172,NA,"east",1867.46821,0, 7540, 7540+,0,0,1,"1991"
"1130","Guldborgsund","w570714700000106194",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  675081.1,  6050014.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1131","Guldborgsund","w570714700000009921",1996-01-17, 500, 39.00, 40.00,"Vestas","V 39-500",376,"LAND","Skovbyvej, Tårs","9",  669816.3,  6081495.3,"183284","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 880695,1039401,1161823, 948811,1018168, 905717, 976650, 913717, 1019203,  977757, 854718, 1160804,1059372,  967674,  928926, 1050370,NA,"east",1990.39157,0, 6040, 6040+,0,0,0,"1996"
"1132","Guldborgsund","w570714700000009211",1991-08-23, 150, 28.00, 30.00,"Wind World","W 2800-150",376,"LAND","Musse","4b",  672054.6,  6066082.5,"177272","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 144020, 353200, 302820, 398660, 356160, 292820, 314960, 378116, 306406, 331396, 271581, 281435, 240774,  288532,  273488, 258069,  304982, 326452,  272402,  260171,  289688,NA,"east",2039.44702,0, 7648, 7648+,0,1,1,"1991"
"1133","Guldborgsund","w570714700000013584",2000-07-12, 750, 48.00, 45.00,"NEG Micon","NM 48/750",376,"LAND","Kettinge By, Nysted Købst.","11a",  677299.3,  6063268.9,"194967","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 745528,1481229,1682496,1439380, 1542906, 1564431,1519197, 1745712,1808248, 1565565, 1486766, 1745877,NA,"east",2111.45733,0, 4402, 4402+,0,0,0,"2000"
"1134","Guldborgsund","w570714700000013591",2000-07-19, 750, 48.00, 45.00,"NEG Micon","NM 48/750",376,"LAND","Nysted Købst.","1e",  677921.8,  6061207.1,"194970","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 846596,1682673,1858265,1612851, 1860843, 1724912,1691134, 1939111,2050621, 1737768, 1632450, 1885495,NA,"east",2372.08373,0, 4395, 4395+,0,0,0,"2000"
"1135","Guldborgsund","w570714700000002106",1994-05-01, 450, 37.00, 35.00,"BONUS","MK lll",376,"LAND","Uoplyst","3",  682318.5,  6086347.3,"182425","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 518440, 937333, 762333,  77400, 950000, 715667, 823000, 655121, 797708, 749381,  840604,  783075, 699720,  866346, 873434,  738749,  740749,  883202,NA,"east",1668.14167,0, 6666, 6666+,0,0,1,"1994"
"1136","Guldborgsund","w570714700000008320",1989-02-06, 200, 24.00, 30.00,"Danwin","DW 24-200",376,"LAND","Hasselø By, Væggerløse","7a,6f",  685927.6,  6068344.5,"165571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 259640, 395180, 332140, 374620, 311320, 405800, 354060, 272400, 306540, 372753, 307845, 331020, 273468, 324204, 245450,NA,NA,NA,NA,NA,NA,NA,NA,2003-12-17,"east",1677.44231,1, 5427, 5427 ,0,0,0,"1989"
"1137","Guldborgsund","w570714700000105982",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  672613.4,  6047477.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1138","Guldborgsund","w570714700000105968",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  672576.9,  6048440.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1139","Guldborgsund","w570714700000008368",1989-03-22, 150, 23.00, 24.50,"BONUS","150/30 kW",376,"LAND","Bruserup By, Væggerløse","3a",  685868.6,  6062803.5,"166004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 226614, 408662, 352706, 377846, 305148, 415052, 364680, 302894, 329846, 401205, 320191, 344866, 288020, 334100, 239649,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-20,"east",2330.88000,1, 5356, 5356 ,0,1,0,"1989"
"1140","Guldborgsund","w570714700000106415",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  676873.7,  6047855.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1141","Guldborgsund","w570714700000008801",1990-02-13, 150, 23.00, 30.00,"BONUS","150/30 kW",376,"LAND","Skerne By, Gundslev","3",  687185.1,  6087034.1,"174142","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 252940, 297520, 328020, 271800, 351340, 302280, 278560, 282600, 354616, 281043, 298729, 263385, 309838, 273490,  301427,  282349, 253219,  302403, 294058,  159193,  237114,  298649,NA,"east",1907.66133,0, 8204, 8204+,0,1,1,"1990"
"1142","Guldborgsund","w570714700000106149",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  674295.6,  6048206.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1143","Guldborgsund","w570714700000009365",1991-11-25, 250, 31.00, 30.00,"BONUS","250   COMBI",376,"LAND","Egelev By, Nørre Vedby","11a",  683611.4,  6090885.7,"178302","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  97860, 654999, 458199, 692247, 637221, 506940, 563526, 646474, 523039, 558595, 469098, 524554, 346079,  526215,  346106, 356827,  595477, 593605,  495186,  488797,  495669,NA,"east",2101.72295,0, 7554, 7554+,0,0,1,"1991"
"1144","Guldborgsund","w570714700000013867",2000-12-05, 600, 44.00, 35.00,"BONUS","660   MK lV",376,"LAND","Marrebæk By, Væggerløse","3a",  685783.2,  6062791.6,"195510","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  80447,1151203,1273494,1122291, 1321021, 1182418,1158031, 1441923,1458510, 1192729, 1122276, 1420345,NA,"east",2070.64933,0, 4256, 4256+,0,0,0,"2000"
"1145","Guldborgsund","w570714700000106460",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  677658.2,  6049663.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1146","Guldborgsund","w570714700000002366",1996-01-01, 500, 39.00, 40.50,"Vestas","V 39",376,"LAND","Uoplyst","9",  669782.5,  6081117.1,"183277","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 791500, 962500,1050500, 921000, 932000, 805237, 895227, 816490,  913626,  878849, 768164, 1066710, 953629,  863296,  877475,  963607,NA,"east",1814.95757,0, 6056, 6056+,0,0,0,"1996"
"1147","Guldborgsund","w570714700000106606",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  678611.4,  6047139.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1148","Guldborgsund","w570714700000010286",1996-11-14, 600, 44.00, 40.00,"Vestas","V 44-600",376,"LAND","Alstrup By, Brarup","14k",  677843.5,  6086702.4,"184256","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,1190550,1397571,1116132,1238857,1073534,1219421,1105896, 1266761, 1169896,1044784, 1414233,1259619, 1141628, 1144361, 1314414,NA,"east",1998.00512,0, 5738, 5738+,0,0,0,"1996"
"1149","Guldborgsund","w570714700000004315",1992-11-01, 150, 24.60, 32.50,"Nordtank","NTK 150/25-Nordtank",376,"LAND","Våbensted","11a",  667655.4,  6075976.7,"2000647","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 158640, 189800, 171470, 134640, 159070, 184020, 192913, 275323, 217349, 265551, 238026,  267982,  249174, 229448,  256894,      0,   57686,  220117,  277507,NA,"east",1297.82863,0, 7212, 7212+,0,1,1,"1992"
"1150","Guldborgsund","w570714700000011962",1998-12-14, 600, 44.00, 35.00,"Vestas","V 44-600",376,"LAND","Horbelev","15c",  697777.3,  6079257.0,"192094","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 111573,1151619,1293786,1130293,1315303,1136140, 1240905, 1174436,1073939, 1330521,1306425, 1159755, 1120754, 1241269,NA,"east",2004.70500,0, 4978, 4978+,0,0,0,"1998"
"1151","Guldborgsund","w570714700000106101",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  674222.1,  6050131.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
"1152","Guldborgsund","w570714700000106125",2003-06-17,2300, 82.40, 68.80,"BONUS","2,3 MW",376,"HAV","Uoplyst","hav",  674258.8,  6049168.0,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585261, 8015901, 7599237,7183190, 5637562,8459562, 7668222, 7306663, 8342347,NA,"east",3221.76006,0, 3332, 3332+,0,0,0,"2000"
