weeknr;yearcont;debase;depeak;frbase;frpeak;nlbase;nlpeak;npbase;nppeak;esbase;ttf;coalara;eua;ftse_np;ftse_de;ftse_fr;ftse_nl;ftse_es;year;month;yearmonth;de_base_spot;de_peak_spot;fr_base_spot;fr_peak_spot;nl_base_spot;nl_peak_spot;es_base_spot;np_base_spot;np_peak_spot;de_base_spot_ftse;fr_base_spot_ftse;nl_base_spot_ftse;np_base_spot_ftse;es_base_spot_ftse;de_peak_spot_ftse;fr_peak_spot_ftse;nl_peak_spot_ftse;np_peak_spot_ftse;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;de_ren;fr_ren;nl_ren;es_ren;np_ren;np_res;es_res;fr_res
418;2008;61,99;85,7;62,32;86,3;65,436;87,4025;52,18;55,23;56,32;25,303;71,4778;22,916;209,598;543,294;805,436;961,258;1363,84;2007;12;200712;43,54;53,164;72,03;84,45;69,67;51,782;68,23;47,8776;50,01222;23655,02;58015,55;66970,84;10035,04;93054,53;28883,68;68019,06;49775,86;10482,46;0;0;0;0;0;0;0;0;0;0;0;5315;950;571;4780;192;88542;22466;6600
419;2008,02;62,818;87,27;63,74;87,896;66,17;88,372;53,57;57,2;57,72;26,556;76,1012;23,424;197,32;527,974;782,086;929,51;1336,06;2008;1;200801;65,756;82,976;68,646;84,084;67,742;43,264;72,102;49,6482;52,90458;34717,46;53687,07;62966,87;9796,587;96332,45;43809,17;65760,92;40214,32;10439,13;1;0;0;0;0;0;0;0;0;0;0;5510;1028;746;3604;232;85365;22672;6500
420;2008,04;62,162;86,706;63,03;87,526;65,35;86,87;52,422;56,05;57,59;25,2572;74,9862;22,776;188,658;509,5;752,536;886,556;1273,86;2008;1;200801;66,062;82,15;69,418;85,304;69,42;44,946;67,68;46,1651;47,66802;33658,59;52239,54;61544,72;8709,417;86214,98;41855,43;64194,33;39847,15;8992,953;1;0;0;0;0;0;0;0;0;0;0;5510;1028;746;3604;232;82815;22975;6700
421;2008,06;59,824;84,634;60,786;85,944;62,946;83,2;49,086;52,926;56,68;24,18;73,6139;20,414;180,688;460,146;695,292;821,882;1169,56;2008;1;200801;57,526;68,652;62,064;75,484;62,588;40,408;68,896;44,9668;47,27428;26470,36;43152,6;51439,95;8124,966;80577,73;31589,94;52483,42;33210,61;8541,895;1;0;0;0;0;0;0;0;0;0;0;5510;1028;746;3604;232;79832;23469;6700
422;2008,08;61,38;85,662;62,148;86,702;64,26;84,77;50,46;53,826;56,64;24,623;78,7097;19,91;186,712;472,03;711,448;847,738;1210,81;2008;1;200801;60,858;72,03;72,58;85,27;72,654;52,738;77,086;41,3902;42,5816;28726,8;51636,9;61591,55;7728,056;93336,66;34000,32;60665,18;44708;7950,495;1;0;0;0;0;0;0;0;0;0;0;5510;1028;746;3604;232;76882;23656;6700
423;2008,1;60,914;84,708;61,782;85,972;64,028;84,046;50,144;53,45;56,9;24,2662;79,9016;19,754;186,77;468,032;698,488;834,822;1194,01;2008;2;200802;60,316;71,59;60,85;71,466;61,014;43,716;69,578;40,5281;42,04362;28229,82;42502,99;50935,83;7569,428;83077,11;33506,41;49918,14;36495,08;7852,488;0;1;0;0;0;0;0;0;0;0;0;5245;859;632;3380;138;73555;23695;6400
424;2008,12;62,4;85,562;63,264;86,97;65,64;85,68;52,016;55,3;57,52;25,4054;85,1015;20,302;189,772;473,48;699,7;825,402;1201,94;2008;2;200802;67,152;77,292;67,252;75,486;68,358;52,736;69,392;43,7211;46,36765;31795,13;47056,22;56422,83;8297,041;83405,16;36596,22;52817,55;43528,4;8799,282;0;1;0;0;0;0;0;0;0;0;0;5245;859;632;3380;138;69804;23891;6300
425;2008,14;63,456;87,058;64,262;88,376;67,098;86,996;52,746;56;59,2;26,2956;85,1654;21,434;193,47;475,682;708,36;844,82;1201,76;2008;2;200802;68,04;79,382;69,626;78,83;69,684;54,302;73,896;39,4708;41,11086;32365,4;49320,27;58870,44;7636,407;88805,41;37760,59;55840,02;45875,41;7953,718;0;1;0;0;0;0;0;0;0;0;0;5245;859;632;3380;138;67297;23947;6200
426;2008,16;64,52;88,856;65,296;90,014;68,394;88,652;52,39;55,6;59,92;26,7178;88,5776;21,334;196,026;474,578;717,768;859,684;1214,96;2008;2;200802;60,134;71,348;62,436;72,252;63,926;46,542;66,046;32,1961;33,7073;28538,27;44814,56;54956,16;6311,27;80243,51;33860,19;51860,17;40011,41;6607,507;0;1;0;0;0;0;0;0;0;0;0;5245;859;632;3380;138;64585;24134;6000
427;2008,17;64,2;88,698;65,334;90,082;68,096;88,2;51,16;53,95;59,73;26,8882;87,841;21,114;187,768;455,472;688,794;826,234;1168,04;2008;3;200803;60,444;71,854;69,5;80,338;66,482;48,352;60,568;33,7441;36,47383;27530,55;47871,18;54929,69;6336,06;70745,85;32727,48;55336,33;39950,07;6848,618;0;0;1;0;0;0;0;0;0;0;0;6248;1138;751;3492;215;61131;24300;5900
428;2008,19;63,916;88,058;65,294;90,316;67,956;88,15;51,23;54,38;59,89;27,214;85,2415;22,014;183,054;448,232;677,514;819,356;1186,34;2008;3;200803;54,82;63,752;65,738;74,782;66,206;45,932;62,35;27,9684;29,19391;24572,08;44538,41;54246,29;5119,719;73968,18;28575,69;50665,85;37634,66;5344,062;0;0;1;0;0;0;0;0;0;0;0;6248;1138;751;3492;215;58044;24433;5900
429;2008,21;62,75;87,274;64,348;89,694;66,886;86,47;50,05;53,55;60,06;26,744;79,9723;21,702;176,076;435,27;661,424;804,054;1182,53;2008;3;200803;57,294;66,848;66,836;77,862;64,376;45,016;59,93;27,192;27,87633;24938,36;44206,93;51761,78;4787,863;70869,27;29096,93;51499,8;36195,29;4908,353;0;0;1;0;0;0;0;0;0;0;0;6248;1138;751;3492;215;54418;24604;6100
430;2008,23;63,002;88,136;64,54;89,556;67,194;87,028;49,75;53,1;60,05;26,6068;79,2031;22,194;181,328;447,66;681,648;831,96;1224,16;2008;3;200803;60,68;69,464;66,812;73,892;65,428;48,984;57,61;34,4405;37,16282;27164,01;45542,27;54433,48;6245,019;70523,74;31096,26;50368,33;40752,73;6738,661;0;0;1;0;0;0;0;0;0;0;0;6248;1138;751;3492;215;50662;24684;6400
431;2008,25;63,632;89,12;65,51;90,68;68,256;89,098;49,99;53,1;60,19;27,2768;78,6561;22,96;190,704;461,606;709,342;866,514;1254,31;2008;3;200803;66,542;77,3;72,618;82,682;71,978;52,716;59,128;33,243;35,8283;30716,19;51510,99;62369,95;6339,569;74164,96;35682,14;58649,81;45679,15;6832,6;0;0;1;0;0;0;0;0;0;0;0;6248;1138;751;3492;215;47638;25315;6300
432;2008,27;64,87;90,322;67,044;92,758;70,016;91,95;51,756;54,926;60,54;28,1396;81,3717;23,934;192,356;462,822;712,35;874,666;1251,11;2008;4;200804;86,342;108,806;93,828;114,242;86,486;58,838;55,18;41,7295;45,56121;39960,98;66838,38;75646,37;8026,916;69036,37;50357,81;81380,28;51463,6;8763,972;0;0;0;1;0;0;0;0;0;0;0;4818;773;541;3241;149;44638;25838;6300
433;2008,29;65,788;91,542;68,924;95,056;71,462;93,908;52,61;55,85;61,45;30,0116;83,4095;24,834;188,876;460,098;708,156;872,314;1247,28;2008;4;200804;79,224;96,16;81,56;100,962;80,802;54,48;57,106;46,3207;49,38514;36450,8;57757,2;70484,72;8748,865;71226,95;44243,02;71496,84;47523,67;9327,667;0;0;0;1;0;0;0;0;0;0;0;4818;773;541;3241;149;41976;27216;6200
434;2008,31;66,4;92,72;69,95;96,962;73,306;96,27;52,068;55,4;61,74;31,2902;86,2064;24,958;189,274;470,16;722,002;882,114;1259,19;2008;4;200804;64,85;76,588;67,182;80,232;72,46;48,796;56,428;40,8703;43,31759;30489,88;48505,54;63917,98;7735,689;71053,46;36008,61;57927,67;43043,63;8198,895;0;0;0;1;0;0;0;0;0;0;0;4818;773;541;3241;149;40606;28639;6400
435;2008,33;66,034;92,234;69,258;96,092;72,982;95,204;52,36;55,26;61,48;30,9076;87,6081;24,21;194,304;480,252;736,886;896,684;1275,99;2008;4;200804;53,25;65,23;63,328;76,978;66,252;41,61;53,83;26,0207;29,93189;25573,42;46665,52;59407,11;5055,931;68686,76;31326,84;56724,01;37311,02;5815,886;0;0;0;1;0;0;0;0;0;0;0;4818;773;541;3241;149;46844;30194;6800
436;2008,35;68,566;96,078;71,614;99,362;76,006;98,136;55,25;58,4;62,53;32,1994;92,7705;25,12;198,694;486,978;743,164;905,002;1296,74;2008;5;200805;63,908;77,93;59,92;73,892;91,652;48,928;58,476;25,1073;32,0985;31121,79;44530,39;82945,24;4988,669;75828,28;37950,2;54913,88;44279,94;6377,778;0;0;0;0;1;0;0;0;0;0;0;5756;938;716;3129;212;56313;30411;6900
437;2008,37;69,874;98,62;72,72;101,526;77,308;100,066;56,55;59,9;63,73;33,4692;96,5878;24,848;201,422;491,042;747,532;905,604;1309,93;2008;5;200805;58,442;72,616;56,378;69,262;66,106;36,654;56,676;23,2248;28,77192;28697,48;42144,36;59865,86;4677,985;74241,7;35657,5;51775,56;33194,01;5795,297;0;0;0;0;1;0;0;0;0;0;0;5756;938;716;3129;212;62016;30519;7000
438;2008,39;72,5;103,038;75,52;105,4;81,476;107,434;59,05;62,3;67,07;35,9504;101,343;25,69;203,966;491,218;751,99;897,516;1290,42;2008;5;200805;65,528;80,678;67,726;84,608;67,996;42,126;54,892;36,0501;43,07753;32188,53;50929,27;61027,5;7352,996;70833,84;39630,48;63624,37;37808,76;8786,351;0;0;0;0;1;0;0;0;0;0;0;5756;938;716;3129;212;64170;31111;7200
439;2008,4;73,926;105,102;76,922;107,6;83,364;109,662;60,03;63,4;67,602;36,9046;104,885;26,304;199,556;485,228;746,06;885,242;1255,1;2008;5;200805;64,402;82,888;65,642;85,934;65,856;35,662;56,606;36,5442;45,43063;31249,65;48972,87;58298,5;7292,609;71046,19;40219,58;64111,92;31569,5;9065,955;0;0;0;0;1;0;0;0;0;0;0;5756;938;716;3129;212;69472;31686;7500
440;2008,42;72,942;104,354;75,812;107,198;81,192;105,68;59,89;63,15;65,99;35,7312;104,963;26,768;197,15;480,87;741,254;883,658;1226,31;2008;6;200806;82,726;108,128;82,584;112,65;83,834;43,494;57,446;41,3371;52,62672;39780,45;61215,72;74080,59;8149,615;70446,6;51995,51;83502,26;38433,82;10375,36;0;0;0;0;0;1;0;0;0;0;0;5567;765;561;2687;204;78081;32187;8400
441;2008,44;75,96;108,912;78,484;111,56;85,928;114,19;61,75;65,1;67,526;38,8518;110,703;27,262;189,66;467,29;713,02;845,642;1186,77;2008;6;200806;78,088;98,346;83,198;108,842;84,282;50,468;56,564;39,4138;48,97966;36489,74;59321,84;71272,39;7475,212;67128,69;45956,1;77606,52;42677,86;9289,481;0;0;0;0;0;1;0;0;0;0;0;5567;765;561;2687;204;82696;32556;8600
442;2008,46;78,69;112,628;82,46;116,682;90,414;120,412;64,09;67,13;68,61;39,3598;117,682;27,356;188,832;466,078;699,484;820,006;1173,42;2008;6;200806;75,252;92,112;70,768;92,74;75,31;47,56;57,254;48,2185;54,76333;35073,3;49501,08;61754,66;9105,191;67182,88;42931,38;64870,14;38999,48;10341,07;0;0;0;0;0;1;0;0;0;0;0;5567;765;561;2687;204;86712;32686;8600
443;2008,48;83,154;117,504;86,546;121,61;93,81;124,14;65,516;68,64;70,43;39,6492;126,326;27,844;180,39;452,948;677,474;776,27;1134,8;2008;6;200806;86,284;110,126;86,994;116,286;88,33;50,444;62,13;43,7863;49,82127;39082,17;58936,18;68567,93;7898,603;70505,38;49881,35;78780,74;39158,16;8987,26;0;0;0;0;0;1;0;0;0;0;0;5567;765;561;2687;204;90092;32530;8600
444;2008,5;87,738;126,35;91,19;130,68;97,84;128,676;66,6;69,3;74,43;41,769;131,884;28,13;173,044;438,296;654,884;745,534;1107,98;2008;6;200806;89,096;115,818;95,586;126,584;96,006;55,36;69,066;46,3632;52,06108;39050,42;62597,74;71575,73;8022,882;76523,75;50762,57;82897,84;41272,76;9008,858;0;0;0;0;0;1;0;0;0;0;0;5567;765;561;2687;204;93538;32092;8600
445;2008,52;85,982;123,742;89,804;128;95,662;125,454;62,6;66,076;74,112;41,0816;130,175;26,746;170,834;435,382;641,31;734,304;1103,12;2008;7;200807;76,61;91,856;75,99;94,15;76,3;48,89;70,952;45,887;51,10966;33354,61;48733,14;56027,39;7839,066;78268,29;39992,45;60379,34;35900,12;8731,268;0;0;0;0;0;0;1;0;0;0;0;5386;961;650;3033;205;95618;31394;8700
446;2008,54;83,832;120,282;87,584;124;91,626;119,442;62,14;65,35;72,89;39,4406;124,308;25,82;168,896;429,346;628,3;721,94;1077,02;2008;7;200807;73,148;89,832;71,15;88,706;74,602;48,828;66,212;44,2937;48,65428;31405,8;44703,55;53858,17;7481,021;71311,65;38569,01;55733,98;35250,89;8217,513;0;0;0;0;0;0;1;0;0;0;0;5386;961;650;3033;205;97678;30696;8600
447;2008,56;78,502;114,518;82,786;119,474;85,88;112,372;60,95;64,45;69,28;37,0494;112,536;24,804;173,088;444,276;657,23;755,586;1096,04;2008;7;200807;65,626;80,514;66,224;82,996;66,708;41,104;67,324;45,0408;49,6203;29156,06;43524,4;50403,63;7796,023;73789,52;35770,44;54547,46;31057,61;8588,678;0;0;0;0;0;0;1;0;0;0;0;5386;961;650;3033;205;99312;30095;8700
448;2008,58;78,234;112,738;82,918;119,534;86,006;112,802;59,02;62,826;68,37;36,3592;114,703;22,814;172,06;442,214;655,706;738,694;1093,29;2008;7;200807;73,026;86,992;72,922;87,64;72,698;50,336;70,438;48,617;51,23938;32293,12;47815,39;53701,57;8365,037;77009,3;38469,08;57466,07;37182,9;8816,248;0;0;0;0;0;0;1;0;0;0;0;5386;961;650;3033;205;99675;29293;8600
449;2008,6;77,158;109,74;81,872;116,6;85,074;110,536;57,022;60,8;67,37;35,4324;115,657;22,154;174,026;447,226;664,98;770,724;1097,1;2008;8;200808;59,718;72,524;55,202;73,494;59,872;37,982;72,388;49,0408;54,04371;26707,44;36708,23;46144,79;8534,369;79416,73;32434,62;48872,04;29273,64;9405,011;0;0;0;0;0;0;0;1;0;0;0;4852;754;552;2794;206;99718;28320;8500
450;2008,61;79,384;112,206;84,944;119,288;86,852;112,466;60,78;64;68,22;35,6124;123,276;23,272;175,13;448,134;673,44;797,776;1106,72;2008;8;200808;58,692;69,986;47,914;65,982;56,556;39,18;67,668;52,6277;56,95544;26301,88;32267,21;45119,02;9216,692;74889,66;31363,11;44434,92;31256,86;9974,606;0;0;0;0;0;0;0;1;0;0;0;4852;754;552;2794;206;100407;27579;8500
451;2008,63;83,122;116,85;89,34;123,624;90,684;116,986;65,66;70,316;69,53;37,1606;128,306;24,24;172,282;437,358;659,25;778,048;1069,45;2008;8;200808;65,194;78,328;64,346;79,51;68,046;46,922;68,412;58,7965;64,30939;28513,12;42420,1;52943,05;10129,58;73163,49;34257,38;52416,97;36507,57;11079,35;0;0;0;0;0;0;0;1;0;0;0;4852;754;552;2794;206;99896;26768;8500
452;2008,65;84,08;117,814;91,202;126,15;91,87;119,352;66,22;71,302;71,53;38,008;127,782;24,916;175,058;440,55;665,424;781,936;1077,51;2008;8;200808;82,498;96,638;82,444;96,398;82,37;60,206;74,082;66,1533;69,69373;36344,49;54860,22;64408,07;11580,66;79824,09;42573,87;64145,55;47077,23;12200,45;0;0;0;0;0;0;0;1;0;0;0;4852;754;552;2794;206;99496;26101;8500
453;2008,67;81,984;114,576;88,218;121,758;89,04;116,874;64,94;70,53;70,2;36,9318;124,216;24,62;170,124;439,61;662,816;795,322;1087,07;2008;9;200809;92,48;110,934;92,448;112,188;90,462;63,834;76,434;68,0974;70,65888;40655,13;61276,01;71946,42;11585,01;83088,95;48767,69;74360;50768,59;12020,77;0;0;0;0;0;0;0;0;1;0;0;5383;908;678;2964;325;99982;25396;8300
454;2008,69;79,302;111,69;85,528;118,776;86,06;113,318;62,56;66,742;69,3;36,266;118,647;23,39;162,358;428,604;648,48;794,78;1062,28;2008;9;200809;94,616;116,02;93,332;116,1;95,108;64,11;75,632;66,6228;68,73603;40552,8;60523,93;75589,94;10816,75;80342,2;49726,64;75288,52;50953,35;11159,84;0;0;0;0;0;0;0;0;1;0;0;5383;908;678;2964;325;98941;24767;8100
455;2008,71;77,44;109,898;84,86;117,174;84,538;111,592;59,82;64,65;66,16;34,8958;110,82;23,474;155,998;413,9;620,646;738,602;1024,78;2008;9;200809;96,192;119,282;99,294;123,054;99,708;64,37;74,176;67,5504;69,8279;39813,87;61626,42;73644,52;10537,73;76014,38;49370,82;76372,98;47543,8;10893,01;0;0;0;0;0;0;0;0;1;0;0;5383;908;678;2964;325;97097;24288;8100
456;2008,73;80,97;113,14;88,666;120,3;88,088;115,884;62,24;67,7;67,16;36,4732;111,12;24,76;157,916;419,08;629,008;721,88;1059,6;2008;9;200809;99,032;119,482;97,186;117,992;97,478;65,064;69,916;70,688;73,06625;41502,33;61130,77;70367,41;11162,77;74083,14;50072,52;74217,91;46968,4;11538,33;0;0;0;0;0;0;0;0;1;0;0;5383;908;678;2964;325;95667;23866;7900
457;2008,75;78,76;111,574;87,374;120,98;85,494;113,384;59,55;64,2;66,596;34,9152;106,394;22,972;144,992;396,298;603,372;666,11;1047,04;2008;9;200809;86,368;102,762;99,198;118,99;89,216;61,914;71,982;66,9903;68,89916;34227,47;59853,3;59427,67;9713,058;75368,18;40724,38;71795,23;41241,53;9989,828;0;0;0;0;0;0;0;0;1;0;0;5383;908;678;2964;325;94946;23526;7600
458;2008,77;76,96;109,728;85,73;119,122;82,416;109,55;56,16;60,85;64,69;32,9152;99,1498;22,154;126,262;344,246;525,358;583,43;961,26;2008;10;200810;112,6;144,258;110,664;139,448;110,114;65,906;71,848;63,7419;65,02967;38762,1;58138,21;64243,81;8048,186;69064,61;49660,24;73260,12;38451,54;8210,776;0;0;0;0;0;0;0;0;0;1;0;6253;998;725;3416;260;96057;23175;7400
459;2008,79;74,394;105,908;83,16;115,516;79,116;104,654;52,57;57,1;62;30,3282;88,0475;22,634;123,336;336,744;510,532;538,156;923,638;2008;10;200810;89,526;110,806;94,15;115,548;88,59;55,108;71,144;55,058;56,57336;30147,35;48066,59;47675,24;6790,633;65711,3;37313,26;58990,95;29656,7;6977,531;0;0;0;0;0;0;0;0;0;1;0;6253;998;725;3416;260;96841;23014;7200
460;2008,81;72,278;104,272;80,39;113,046;76,268;100,594;51,77;56,126;58,2;28,9846;84,0638;20,486;120,922;314,358;497,578;523,6;864,194;2008;10;200810;87,014;108,932;91,328;113,248;85,248;51,62;69,068;51,0491;53,21384;27353,55;45442,8;44635,86;6172,955;59688,15;34243,64;56349,71;27028,23;6434,724;0;0;0;0;0;0;0;0;0;1;0;6253;998;725;3416;260;98707;22923;7100
461;2008,83;68,62;99,096;74,726;105,3;72,426;96,164;50,34;54,902;55,27;27,5652;83,9687;18,012;115,214;325,062;489,7;500,936;796,612;2008;10;200810;95,956;124,366;98,716;124,326;93,796;55,222;67,882;53,3849;55,72528;31191,65;48341,23;46985,79;6150,686;54075,62;40426,66;60882,44;27662,69;6420,332;0;0;0;0;0;0;0;0;0;1;0;6253;998;725;3416;260;97705;22823;7100
462;2008,84;68,716;98,948;74,746;105,7;73,008;97,732;51,49;55,726;57,2;27,6296;90,2128;18,52;127,2;341,236;525,586;545,608;889,056;2008;11;200811;80,322;104,086;76,74;100,062;78,148;44,338;69,69;54,2969;56,88405;27408,76;40333,47;42638,17;6906,568;61958,31;35517,89;52591,18;24191,17;7235,652;0;0;0;0;0;0;0;0;0;0;1;7915;1730;998;4949;344;95800;23262;7000
463;2008,86;66,324;94,404;71,234;99,938;70,298;94,296;49,03;53,376;56,35;25,5224;81,2856;18,026;117,128;321,464;494,58;518,87;839,352;2008;11;200811;64,55;79,696;66,302;82,616;66,078;38,132;69,458;52,8575;55,62681;20750,5;32791,64;34285,89;6191,097;58299,71;25619,39;40860,22;19785,55;6515,457;0;0;0;0;0;0;0;0;0;0;1;7915;1730;998;4949;344;94981;23843;7400
464;2008,88;60,032;85,616;64,82;90,382;63,322;86,414;42,6;46,826;55,67;24,0088;70,1226;16,02;106,514;294,75;458,55;482,606;780,756;2008;11;200811;60,542;75,324;70,286;84,994;66,786;42,702;65,1;50,8493;53,57203;17844,75;32229,64;32231,32;5416,157;50827,21;22201,75;38974;20608,24;5706,171;0;0;0;0;0;0;0;0;0;0;1;7915;1730;998;4949;344;92934;23807;7600
465;2008,9;58,278;84,138;62,464;87,996;61,992;85,172;41,83;46,526;56,16;23,1238;65,7429;15,964;112,042;307,788;481,61;491,172;830,254;2008;11;200811;82,94;108,274;85,618;103,92;80,012;50,152;64,46;52,6685;58,43676;25527,94;41234,48;39299,66;5901,085;53518,18;33325,44;50048,91;24633,26;6547,372;0;0;0;0;0;0;0;0;0;0;1;7915;1730;998;4949;344;90539;23917;7500
466;2008,92;55,65;80,092;59,168;84,044;59,462;82,314;40,116;44,32;54,716;21,3768;62,7348;15,71;109,466;299,714;466,74;474,946;826,928;2008;12;200812;68,292;85,772;78,49;96,114;75,986;47,188;60,884;49,6861;53,9129;20468,07;36634,42;36089,25;5438,938;50346,68;25707,07;44860,25;22411,75;5901,629;0;0;0;0;0;0;0;0;0;0;0;5814;1380;783;4865;248;87298;24185;7300
467;2008,94;56,924;80,304;60,39;82,926;60,48;82,358;40,21;44,33;54,44;21,1814;63,008;15,288;115,734;316,188;492,586;501,89;862,262;2008;12;200812;77,114;97,17;80,364;98,874;77,376;47,424;62,22;50,8346;56,55861;24382,52;39586,18;38834,24;5883,293;53649,94;30723,99;48703,95;23801,63;6545,754;0;0;0;0;0;0;0;0;0;0;0;5814;1380;783;4865;248;83591;24559;7000
468;2008,96;56,298;79,246;59,914;82,064;60,148;82,262;37,69;42,04;54,55;20,8676;60,9213;15,848;113,458;314,11;487,012;498,378;871,352;2008;12;200812;63,716;78,438;70,234;86,65;66,196;41,518;57,488;43,4764;46,34437;20013,83;34204,8;32990,63;4932,741;50092,28;24638,16;42199,59;20691,66;5258,14;0;0;0;0;0;0;0;0;0;0;0;5814;1380;783;4865;248;80722;25350;7300
469;2008,98;56,268;79,734;60,666;81,906;60,114;81,56;38,616;42,816;51,8167;20,072;60,4034;15,88;111,586;308,442;472,09;492,032;860,688;2008;12;200812;30,318;43,474;36,8;48,47;39,252;17,216;52,228;39,3339;40,5095;9351,345;17372,91;19313,24;4389,109;44952,02;13409,21;22882,2;8470,823;4520,293;0;0;0;0;0;0;0;0;0;0;0;5814;1380;783;4865;248;78118;25714;7000
470;2009;56,318;84,064;60,714;82,088;60,72;83,18;37,856;42,666;50,6;22,145;66,2947;15,936;114,272;321,194;487,45;500,924;875,254;2008;12;200812;48,014;54,178;53,08;60,81;47,594;37,342;51,612;43,4928;45,79823;15421,81;25873,85;23840,97;4970,013;45173,61;17401,65;29641,83;18705,5;5233,455;0;0;0;0;0;0;0;0;0;0;0;5814;1380;783;4865;248;74510;25915;7100
471;2009,02;57,162;84,724;58,796;84,822;59,532;81,49;39,012;43,05;52,1;22,4058;69,2618;15,138;120,854;328,404;505,578;529,436;909,742;2009;1;200901;64,366;77,242;84,456;100,548;68,622;42,886;51,492;46,9138;51,03931;21138,05;42699,1;36330,96;5669,716;46844,44;25366,58;50834,86;22705,39;6168,305;1;0;0;0;0;0;0;0;0;0;0;5507;1122;861;4999;398;71401;26120;7300
472;2009,04;53,112;79,884;53,904;80,208;55,276;76,054;36,8;40,85;48,48;21,3608;64,6256;13,402;111,862;299,014;468,006;508,902;842,612;2009;1;200901;72,566;91,486;73,504;90,054;70,046;43,638;55,242;41,744;43,94138;21698,25;34400,31;35646,55;4669,57;46547,57;27355,6;42145,81;22207,47;4915,37;1;0;0;0;0;0;0;0;0;0;0;5507;1122;861;4999;398;68873;26354;7000
473;2009,05;50,176;76,132;50,336;74,616;52,27;72,63;33,572;37,75;46,22;20,3358;61,5039;11,616;106,386;281,852;439,372;481,446;787,168;2009;1;200901;56,05;68,234;55,716;67,57;55,7;37,368;48,102;39,1859;40,71683;15797,8;24480,05;26816,54;4168,827;37864,36;19231,89;29688,37;17990,67;4331,701;1;0;0;0;0;0;0;0;0;0;0;5507;1122;861;4999;398;65696;27633;6500
474;2009,07;50,964;75,76;51,54;75,09;52,982;72,66;34,792;39,7;46,44;21,2692;63,6203;11,9;108,592;291,216;451,672;504,942;809,194;2009;1;200901;63,288;77,318;63,542;77,54;59,574;41,07;47,802;40,9159;42,30931;18430,48;28700,14;30081,41;4443,137;38681,09;22516,24;35022,65;20737,97;4594,453;1;0;0;0;0;0;0;0;0;0;0;5507;1122;861;4999;398;61946;29137;6200
475;2009,09;49,726;73,808;50,736;74,452;51,982;71,44;34,292;38,34;45,12;21,1104;65,5022;10,526;110,058;295,96;457,518;507,972;805,582;2009;2;200902;57,358;68,906;61,582;73,288;59,886;41,748;41,678;41,5374;42,9827;16975,67;28174,88;30420,41;4571,528;33575,05;20393,42;33530,58;21206,81;4730,59;0;1;0;0;0;0;0;0;0;0;0;5960;1383;905;5287;291;58086;30698;6700
476;2009,11;49,55;72,562;50,814;73,076;51,516;70,522;35,85;39,05;45,57;20,7472;66,7807;8,894;114,732;298,804;457,596;508,118;797,594;2009;2;200902;52,972;62,914;55,47;67,006;55,252;37,404;40,284;41,4017;42,94828;15828,25;25382,85;28074,53;4750,103;32130,28;18798,95;30661,68;19005,64;4927,542;0;1;0;0;0;0;0;0;0;0;0;5960;1383;905;5287;291;54062;31568;6500
477;2009,13;45,872;66,456;46,964;67,226;47,92;65,896;32,46;36,542;42,4;19,4766;63,5564;9,452;109,086;279,136;433,362;471,936;747,212;2009;2;200902;54,146;63,108;51,864;60,188;51,556;37,752;43,074;38,4589;39,92299;15114,1;22475,89;24331,13;4195,326;32185,41;17615,71;26083,19;17816,53;4355,039;0;1;0;0;0;0;0;0;0;0;0;5960;1383;905;5287;291;50250;31762;6500
478;2009,15;43,482;62,574;45,148;64,338;45,556;62,384;29,17;32,836;38,89;18,91;58,5827;9,86;102,668;258,622;410,414;439,534;721,21;2009;2;200902;41,428;48,124;40,6;45,952;39,714;29,236;40,956;33,8601;34,93118;10714,19;16662,81;17455,65;3476,349;29537,88;12445,93;18859,34;12850,22;3586,314;0;1;0;0;0;0;0;0;0;0;0;5960;1383;905;5287;291;46881;31680;6200
479;2009,17;44,69;64,086;46,866;65,95;46,56;62,52;29,6;33,39;39,4;19,2346;58,3123;10,95;97,76;247,898;391,406;409,062;680,12;2009;3;200903;42,638;49,254;42,708;48,296;42,57;32,906;38,516;33,383;34,25634;10569,88;16716,17;17413,77;3263,524;26195,5;12209,97;18903,35;13460,6;3348,9;0;0;1;0;0;0;0;0;0;0;0;7328;1633;946;5398;427;43202;32207;6000
480;2009,19;46,566;67,012;48,678;68,702;48,294;64,164;31,84;35,12;43,2;18,7604;57,4114;11,862;102,984;256,926;401,802;413,97;683,37;2009;3;200903;41,31;48,31;42,34;47,332;39,902;29,156;39,74;37,0509;39,2966;10613,61;17012,3;16518,23;3815,653;27157,12;12412,09;19018,09;12069,71;4046,921;0;0;1;0;0;0;0;0;0;0;0;7328;1633;946;5398;427;39623;32661;5800
481;2009,21;47,694;69,502;49,598;70,352;49,024;65,36;33,08;36,33;43,3;18,7678;54,8734;12,366;107,062;266,69;421,698;419,99;731,988;2009;3;200903;37,99;42,508;37,13;41,488;35,502;29,486;39,494;35,2244;36,18665;10131,55;15657,65;14910,48;3771,192;28909,13;11336,46;17495,41;12383,83;3874,215;0;0;1;0;0;0;0;0;0;0;0;7328;1633;946;5398;427;36584;32802;5600
