weeknr;yearcont;debase;depeak;frbase;frpeak;nlbase;nlpeak;npbase;nppeak;esbase;ttf;coalara;eua;ftse_np;ftse_de;ftse_fr;ftse_nl;ftse_es;year;month;yearmonth;de_base_spot;de_peak_spot;fr_base_spot;fr_peak_spot;nl_base_spot;nl_peak_spot;es_base_spot;np_base_spot;np_peak_spot;de_base_spot_ftse;fr_base_spot_ftse;nl_base_spot_ftse;np_base_spot_ftse;es_base_spot_ftse;de_peak_spot_ftse;fr_peak_spot_ftse;nl_peak_spot_ftse;np_peak_spot_ftse;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;de_ren;fr_ren;nl_ren;es_ren;np_ren;np_res;es_res;fr_res
482;2009,23;49,91;73,024;51,652;73,2;51,39;69,498;35,28;38,46;43,85;20,4884;61,6216;11,16;108,678;278,692;434,894;445,968;764,596;2009;3;200903;37,176;42,748;36,89;40,902;36,916;29,396;37,196;36,4161;37,66753;10360,65;16043,24;16463,36;3957,625;28439,91;11913,53;17788,03;13109,68;4093,632;0;0;1;0;0;0;0;0;0;0;0;7328;1633;946;5398;427;33259;32739;5600
483;2009,25;49,936;72,748;51,432;73,9;51,474;70,324;34,43;37,66;43,13;20,1342;62,1887;11,958;110,446;278,552;433,796;448,484;764,696;2009;3;200903;39,438;44,124;40,14;44,988;39,754;31,754;38,954;37,9807;39,72241;10985,53;17412,57;17829,03;4194,811;29787,97;12290,83;19515,61;14241,16;4387,181;0;0;1;0;0;0;0;0;0;0;0;7328;1633;946;5398;427;30894;32680;5300
484;2009,27;52,16;75,436;54,096;77,218;53,86;71,7225;35,31;38,7;44,14;20,9946;63,5288;12,942;115,144;293,412;445,42;469,682;812,5;2009;4;200904;33,758;39,538;35,404;40,738;35,518;25,454;36,086;34,8584;35,44332;9905,002;15769,65;16682,17;4013,738;29319,87;11600,92;18145,52;11955,29;4081,086;0;0;0;1;0;0;0;0;0;0;0;6260;1140;822;3639;345;30680;32921;5100
485;2009,28;53,28;76,406;55,19;78,376;54,766;73,435;37,2;40,65;44,64;20,7856;64,6678;13,834;120,978;305,73;456,894;489,006;844,862;2009;4;200904;31,428;37,91;32,848;38,834;32,906;21,666;37,28;33,0844;34,54593;9608,483;15008,05;16091,23;4002,484;31496,46;11590,22;17743,02;10594,8;4179,297;0;0;0;1;0;0;0;0;0;0;0;6260;1140;822;3639;345;31160;33390;5200
486;2009,3;52,06;74,848;54,136;76,156;53,534;72,528;37,366;41,134;43,96;19,9962;63,4069;13,356;125,65;305,124;458,364;485,532;835,694;2009;4;200904;38,532;44,292;37,876;44,484;37,84;26,5;39,258;36,5453;38,36658;11757,04;17361;18372,53;4591,916;32807,68;13514,55;20389,87;12866,6;4820,76;0;0;0;1;0;0;0;0;0;0;0;6260;1140;822;3639;345;31903;33427;5500
487;2009,32;50,87;72,724;52,814;73,87;52,294;70,37;36,83;40,352;44,04;19,2868;61,8034;13,826;128,586;315,28;477,182;490,536;846,454;2009;4;200904;34,988;41,052;36,988;43,582;36,422;25,474;37,696;32,359;34,96324;11031,02;17650,01;17866,3;4160,909;31907,93;12942,87;20796,55;12495,92;4495,783;0;0;0;1;0;0;0;0;0;0;0;6260;1140;822;3639;345;37565;33410;5400
488;2009,34;53,816;76,452;55,52;77,592;55,218;74,692;39,23;42,72;46,48;20,1384;63,6767;14,77;136,86;326,486;501,264;529,722;884,378;2009;5;200905;32,47;42,5;33,974;43,686;33,652;17,58;38,302;31,9989;34,89349;10601;17029,94;17826,21;4379,365;33873,45;13875,65;21898,22;9312,513;4775,522;0;0;0;0;1;0;0;0;0;0;0;6028;1207;831;4761;269;42631;33301;6000
489;2009,36;52,938;75,776;54,458;76,918;54,56;74,05;39,58;42,75;46,314;20,3934;62,4302;14,83;132,966;319,138;492,178;524,94;879,664;2009;5;200905;32,936;41,78;33,592;42,558;32,596;17,078;37,028;35,4105;37,79037;10511,13;16533,24;17110,95;4708,395;32572,2;13333,58;20946,11;8964,926;5024,835;0;0;0;0;1;0;0;0;0;0;0;6028;1207;831;4761;269;46168;33362;6100
490;2009,38;53,546;75,884;55,19;77,028;55,06;73,9475;39,892;43,2;46,83;20,3114;62,3616;14,948;137,986;330,038;504,314;546,91;896,864;2009;5;200905;36,08;42,79;34,052;42,126;32,65;21,926;37,322;35,3493;37,31585;11907,77;17172,9;17856,61;4877,702;33472,76;14122,33;21244,73;11991,55;5149,064;0;0;0;0;1;0;0;0;0;0;0;6028;1207;831;4761;269;51024;33321;6300
491;2009,4;53,376;75,678;55,02;75,918;54,702;76,388;39,49;43,026;46,81;19,988;61,7703;15,106;135,966;331,138;507,494;546,968;910,406;2009;5;200905;33,548;41,614;32,942;42,91;32,718;16,724;36,534;35,2542;38,32486;11109,02;16717,87;17895,7;4793,374;33260,77;13779,98;21776,57;9147,492;5210,877;0;0;0;0;1;0;0;0;0;0;0;6028;1207;831;4761;269;57041;33106;6800
492;2009,42;53,37;76,106;55,1;76,302;54,572;76,875;40,13;43,726;47,354;20,8496;63,9026;14,496;137,742;340,634;519,966;556,706;921,886;2009;6;200906;31,532;38,378;31,272;40,426;32,018;18,2;37,48;35,0596;37,75504;10740,87;16260,38;17824,61;4829,175;34552,29;13072,85;21020,15;10132,05;5200,454;0;0;0;0;0;1;0;0;0;0;0;5220;1022;732;3735;261;61040;32722;7200
493;2009,44;53,116;75,588;55,426;76,068;54,524;77,69;39,53;43,22;48,04;21,5678;67,6324;13,254;138,672;337,438;515,364;554,078;927,106;2009;6;200906;34,492;41,548;38,462;47,146;36,922;25,214;36,038;37,912;39,77225;11638,91;19821,93;20457,67;5257,338;33411,05;14019,87;24297,35;13970,52;5515,298;0;0;0;0;0;1;0;0;0;0;0;5220;1022;732;3735;261;63747;32503;7400
494;2009,46;51,328;73,506;53,79;75,902;52,948;76,49;37,43;41,22;47,24;21,399;65,1481;12,864;135,58;323,936;498,584;534,796;916,034;2009;6;200906;37,868;45,366;37,768;46,144;36,65;25,444;37,746;35,4634;38,66797;12266,81;18830,52;19600,28;4808,129;34576,62;14695,68;23006,66;13607,35;5242,604;0;0;0;0;0;1;0;0;0;0;0;5220;1022;732;3735;261;67766;31967;7600
495;2009,48;50,358;72,244;52,834;73,684;51,942;75,314;37,342;40,85;46,34;20,4404;61,83;13,23;131,72;317,942;489,974;531,654;925,15;2009;6;200906;34,704;41,638;35,968;44,32;33,408;23,798;37,398;35,954;38,73819;11033,86;17623,38;17761,5;4735,861;34598,76;13238,47;21715,65;12652,3;5102,595;0;0;0;0;0;1;0;0;0;0;0;5220;1022;732;3735;261;71430;31399;7900
496;2009,5;49,81;70,462;52,298;71,948;51,424;73,706;38,05;41,39;46,2;19,454;60,4897;13,232;135,486;321,196;494,28;540,836;952,08;2009;6;200906;43,736;54,88;44,748;56,206;43,728;29,364;37,876;38,9629;40,71869;14047,83;22118,04;23649,68;5278,923;36060,98;17627,24;27781,5;15881,11;5516,813;0;0;0;0;0;1;0;0;0;0;0;5220;1022;732;3735;261;75118;30665;8000
497;2009,52;49,314;69,294;51,604;70,37;50,782;71,772;36,7;40,07;44,86;18,3376;59,2553;13,414;130,782;307,686;475,202;522,134;924,198;2009;7;200907;37,768;44,746;38,89;47,136;36,668;26,988;35,068;36,523;38,03713;11620,69;18480,61;19145,61;4776,549;32409,78;13767,72;22399,12;14091,35;4974,572;0;0;0;0;0;0;1;0;0;0;0;5453;957;711;4280;303;78515;29983;8100
498;2009,53;49,886;69,216;52,138;70,394;51,072;71,37;37,61;41,03;44,59;18,1594;60,2794;14,368;135,128;325,878;491,734;549,408;963,544;2009;7;200907;38,624;44,444;39,256;46,438;37,422;29,28;35,588;34,6651;36,27662;12586,71;19303,51;20559,95;4684,23;34290,61;14483,32;22835,14;16086,67;4901,987;0;0;0;0;0;0;1;0;0;0;0;5453;957;711;4280;303;81455;29190;8200
499;2009,55;49,32;68,648;51,83;70,476;50,608;71,132;37,27;40,63;44,31;18,5482;59,7561;14,372;140,9;343,746;519,214;581,508;1003,86;2009;7;200907;36,35;43,182;36,61;44,87;34,048;24,47;33,394;32,1429;35,25684;12495,17;19008,42;19799,18;4528,937;33522,84;14843,64;23297,13;14229,5;4967,688;0;0;0;0;0;0;1;0;0;0;0;5453;957;711;4280;303;85861;28411;8200
500;2009,57;49,012;68,73;51,27;70,11;50,356;71,12;36,64;40,03;43,9;18,7428;59,8251;13,89;142,106;352,206;530,838;595,48;1054,1;2009;7;200907;32,894;40,632;32,698;42,004;30,326;19,526;34,08;27,3676;32,60565;11585,46;17357,34;18058,53;3889,105;35923,8;14310,83;22297,32;11627,34;4633,459;0;0;0;0;0;0;1;0;0;0;0;5453;957;711;4280;303;89526;27496;8200
501;2009,59;50,114;69,78;52,436;71,562;51,408;72,12;37,46;40,886;44,34;18,9096;60,1194;14,386;146,434;360,738;546,256;616,698;1066,99;2009;8;200908;34,424;42,376;35,232;43,426;34,648;26,942;34,35;31,9006;33,97826;12418,04;19245,69;21367,35;4671,34;36651,04;15286,63;23721,71;16615,08;4975,573;0;0;0;0;0;0;0;1;0;0;0;6027;1167;880;4120;282;90921;26794;8200
502;2009,61;50,338;70,002;52,632;71,614;51,642;72,44;36,862;40,18;44,17;19,0914;60,7607;14,304;146,164;357,518;549,076;615,316;1075,37;2009;8;200908;34,428;41,632;31,492;40,382;32,938;26,4;34,202;33,8006;36,13708;12308,63;17291,5;20267,28;4940,438;36779,74;14884,19;22172,79;16244,34;5281,941;0;0;0;0;0;0;0;1;0;0;0;6027;1167;880;4120;282;91788;26168;8100
503;2009,63;50,67;70,342;52,78;71,724;51,992;72,692;36,2;39,62;44,2;18,5788;60,3652;14,894;146,188;355,006;547,664;610,35;1064,33;2009;8;200908;39,9;49,19;39,402;50,686;39,644;29,704;35,522;33,574;36,24704;14164,74;21579,06;24196,71;4908,112;37807,13;17462,75;27758,9;18129,84;5298,883;0;0;0;0;0;0;0;1;0;0;0;6027;1167;880;4120;282;93540;25437;8100
504;2009,65;50,098;69,672;52,094;71,108;51,118;71,146;35,5;38,72;44,52;17,304;57,7183;15,224;152,562;370,018;576,532;636,278;1123,14;2009;8;200908;48,38;62,064;48,904;63,01;46,75;34,114;36,718;34,4112;37,02219;17901,47;28194,72;29746;5249,843;41239,52;22964,8;36327,28;21705,99;5648,179;0;0;0;0;0;0;0;1;0;0;0;6027;1167;880;4120;282;94649;24717;8000
505;2009,67;49,032;68,932;51,354;70,972;49,458;68,882;34,988;38,36;44,01;16,1596;54,7168;15,098;148,97;360,096;566,242;618,982;1100,4;2009;8;200908;37,764;47,12;39,842;49,934;36,404;28,246;36,896;32,1073;35,46691;13598,67;22560,21;22533,42;4783,031;40600,28;16967,72;28274,73;17483,77;5283,505;0;0;0;0;0;0;0;1;0;0;0;6027;1167;880;4120;282;97418;24129;7800
506;2009,69;48,692;68,438;51,244;71,912;48,772;68,334;35,03;37,95;43,46;15,5922;54,1159;15,142;154,332;372,9;582,796;645,266;1123,38;2009;9;200909;42,878;51,962;43,398;54,25;41,506;31,784;36,282;30,8243;34,53696;15989,21;25292,18;26782,41;4757,177;40758,48;19376,63;31616,68;20509,13;5330,159;0;0;0;0;0;0;0;0;1;0;0;6141;1002;851;3386;380;99574;23637;7700
507;2009,71;47,562;67,178;50,106;70,88;47,352;66,232;33,72;37,734;42,17;15,3822;54,0066;13,9;156,202;381,674;597,452;663,658;1148,35;2009;9;200909;38,586;46,616;39,652;48,89;38,108;30,322;36,75;29,9713;33,06319;14727,27;23690,17;25290,68;4681,57;42201,71;17792,12;29209,43;20123,44;5164,536;0;0;0;0;0;0;0;0;1;0;0;6141;1002;851;3386;380;99554;23413;7500
508;2009,73;46,936;66,332;49,76;70,75;46,786;65,114;32,89;38,11;40,3;14,8888;53,7907;13,36;155,342;379,612;598,264;661,672;1154,61;2009;9;200909;44,936;54,914;44,522;55,588;44,93;34,378;34,838;27,7264;30,35891;17058,25;26635,91;29728,92;4307,067;40224,45;20846,01;33256,3;22746,96;4716,014;0;0;0;0;0;0;0;0;1;0;0;6141;1002;851;3386;380;101501;23191;7100
509;2009,75;46,752;65,734;49,682;69,7;46,858;65,294;32,86;37,322;39,35;15,2262;55,6562;13,216;152,208;378,358;594,508;658,304;1146,66;2009;9;200909;50,384;63,296;51,402;65,518;48,916;35,964;36,35;29,3077;32,17144;19063,19;30558,9;32201,6;4460,86;41681,09;23948,55;38950,97;23675,25;4896,75;0;0;0;0;0;0;0;0;1;0;0;6141;1002;851;3386;380;102154;22949;6900
510;2009,76;47,834;67,23;51,078;71,74;47,884;66,704;33,56;38,94;39,33;15,3242;56,4381;13,514;151,964;379,98;595,61;663,34;1153,01;2009;10;200910;54,482;71,812;55,326;72,342;54,784;37,498;35,914;30,8783;33,49501;20702,07;32952,72;36340,42;4692,395;41409,2;27287,12;43087,62;24873,93;5090,036;0;0;0;0;0;0;0;0;0;1;0;7010;1398;996;4935;610;101277;22782;6700
511;2009,78;48,124;67,722;52,064;72,476;48,374;67,538;35,22;40,5;38,81;16,2376;56,8838;14,3;155,646;389,522;608,116;690,9;1155,67;2009;10;200910;43,1;49,796;52,004;64,26;43,222;33,952;33,676;34,5641;36,38581;16788,4;31624,47;29862,08;5379,761;38918,21;19396,64;39077,54;23457,44;5663,306;0;0;0;0;0;0;0;0;0;1;0;7010;1398;996;4935;610;99424;22547;6400
512;2009,8;48,976;68,466;54,636;76,054;49,22;68,432;36,79;41,05;38,836;16,667;56,7303;14,592;156,738;390,116;608,332;688,78;1166,3;2009;10;200910;54,262;67,294;66,495;79,804;55,536;41,768;35,63;37,1344;38,85367;21168,47;40451,04;38252,09;5820,367;41555,2;26252,46;48547,32;28768,96;6089,847;0;0;0;0;0;0;0;0;0;1;0;7010;1398;996;4935;610;97340;22611;6200
513;2009,82;48,534;68,066;54,906;76,876;48,934;67,826;36,82;42,05;39,12;16,1734;56,1621;14,434;153,57;372,552;583,794;648,874;1142,83;2009;10;200910;51,118;64,24;56,186;70,88;52,414;37,26;37,634;38,445;40,64336;19044,11;32801,05;34010,08;5904;43009,34;23932,74;41379,32;24177,04;6241,602;0;0;0;0;0;0;0;0;0;1;0;7010;1398;996;4935;610;94934;22498;5900
514;2009,84;47,802;66,93;53,922;75,736;48,204;66,804;37,126;42,674;39,53;15,216;55,4166;14,368;153,838;365,238;579,774;644,806;1131,84;2009;11;200911;43,824;55,53;48,288;62,944;44,144;30,306;31,928;38,1454;40,53839;16006,19;27996,13;28464,31;5868,208;36137,32;20281,67;36493,29;19541,49;6236,344;0;0;0;0;0;0;0;0;0;0;1;6504;1483;936;5141;573;92922;22547;5800
515;2009,86;46,494;64,114;50,958;71,124;46,672;64,296;36,042;41,47;39,714;14,2584;56,1114;13,568;158,55;378,862;600,582;669,394;1172,75;2009;11;200911;42,568;51,766;49,718;61,694;42,42;31,328;34,37;40,2509;43,5464;16127,4;29859,73;28395,69;6381,788;40307,28;19612,17;37052,3;20970,77;6904,282;0;0;0;0;0;0;0;0;0;0;1;6504;1483;936;5141;573;90380;23065;6000
516;2009,88;46,384;62,856;51,78;71,2;46,078;62,422;35,08;40,428;40,15;13,6166;57,1998;13,386;159,858;384,586;601,954;672,67;1183,6;2009;11;200911;36,27;44,274;38,572;47,576;33,93;26,984;33,684;36,3663;38,5707;13948,93;23218,57;22823,69;5813,437;39868,31;17027,16;28638,56;18151,33;6165,834;0;0;0;0;0;0;0;0;0;0;1;6504;1483;936;5141;573;90601;23354;6200
517;2009,9;44,872;60,628;48,942;66,976;44,692;59,97;34,49;39,52;39,52;12,6836;55,5872;12,892;158,898;382,932;595,018;667,44;1177,7;2009;11;200911;29,266;40,832;39,624;50,476;32,82;23,956;34,216;34,0491;36,7074;11206,89;23576,99;21905,38;5410,327;40296,18;15635,88;30034,13;15989,19;5832,732;0;0;0;0;0;0;0;0;0;0;1;6504;1483;936;5141;573;90461;23312;6200
518;2009,92;43,356;58,832;47,304;64,23;43,18;58,192;35,47;40,196;39,188;11,9288;54,5278;13,766;158,344;384,422;597,448;671,846;1178,75;2009;11;200911;40,598;49,702;44,322;53,9;40,178;30,422;33,412;37,4849;40,97709;15606,76;26480,09;26993,43;5935,512;39384,53;19106,54;32202,45;20438,9;6488,477;0;0;0;0;0;0;0;0;0;0;1;6504;1483;936;5141;573;87847;23899;6200
519;2009,94;43,964;59,232;47,942;65,924;43,9;58,96;36,99;42,23;40,16;12,6014;55,0356;14,496;158,618;382,036;599,968;676,082;1163,14;2009;12;200912;40,59;49,126;40,012;47,948;39,24;30,412;34,428;37,142;39,31989;15506,84;24005,92;26529,46;5891,383;40044,45;18767,9;28767,27;20561,01;6236,842;0;0;0;0;0;0;0;0;0;0;0;6363;1470;920;5376;547;85152;24287;6300
520;2009,96;44,402;59,384;47,92;65,726;44,382;59,454;37,86;42,78;39,8;13,0282;57,1935;14,212;158,876;389,666;605,614;699,874;1162,72;2009;12;200912;51,29;63,404;64,318;74,424;54,04;38,426;33,106;47,5996;56,6367;19985,97;38951,88;37821,19;7562,427;38493,07;24706,38;45072,21;26893,36;8998,213;0;0;0;0;0;0;0;0;0;0;0;6363;1470;920;5376;547;81301;24213;6600
521;2009,98;44,522;59,768;47,906;65,368;44,536;59,512;39,38;42,53;39,65;13,5088;59,3143;12,78;160,13;396,494;615,58;714,822;1183,65;2009;12;200912;31,952;38,234;38,27;44,91;36,342;30,578;28,682;39,9251;42,3082;12668,78;23558,25;25978,06;6393,208;33949,34;15159,55;27645,7;21857,83;6774,813;0;0;0;0;0;0;0;0;0;0;0;6363;1470;920;5376;547;78084;27662;6400
522;2009,99;50,14;68,9;47,82;64,5;49,904;61,766;41,726;45,5;38,89;17,838;67,1653;12,666;160,592;398,42;621,604;723,064;1191,25;2009;12;200912;30,086;37,26;27,766;34,238;29,01;21,608;15,152;40,2736;41,67897;11986,86;17259,46;20976,09;6467,624;18049,82;14845,13;21282,48;15623,97;6693,31;0;0;0;0;0;0;0;0;0;0;0;6363;1470;920;5376;547;74359;27662;6400
523;2010,01;52,204;72,176;53,72;75,702;51,502;71,332;43,31;48,53;44,35;18,6804;71,9107;12,766;164,436;402,89;634,154;736,878;1211,86;2010;1;201001;45,022;51,386;60,752;69,202;48,014;38,6567;31,882;64,0861;81,35385;18138,91;38526,13;35380,46;10538,07;38636,46;20702,91;43884,72;28485,25;13377,5;1;0;0;0;0;0;0;0;0;0;0;6061;1797;1059;4792;611;69917;31945;6600
524;2010,03;50,458;69,428;52,136;74,608;49,556;68,286;41,42;46,492;43,6;17,4126;69,9988;13,176;165,274;398,732;631,81;731,238;1190,47;2010;1;201001;48,072;57,684;59,718;69,698;51,054;40,1;31,252;54,822;63,08365;19167,84;37730,43;37332,63;9060,656;37204,44;23000,46;44035,89;29322,64;10426,09;1;0;0;0;0;0;0;0;0;0;0;6061;1797;1059;4792;611;65732;34376;6700
525;2010,05;49,654;67,532;51,684;73,68;48,732;66,34;41,78;46,98;42,15;17,5232;70,2164;13,424;163,004;390,318;620,084;722,562;1161,64;2010;1;201001;45,182;51,272;47,696;55,128;45,786;37,902;31,556;48,6999;52,29935;17635,35;29575,53;33083,22;7938,286;36656,65;20012,38;34183,99;27386,54;8525,003;1;0;0;0;0;0;0;0;0;0;0;6061;1797;1059;4792;611;61664;36644;6300
526;2010,07;49,558;67,35;51,584;73,5;48,784;65,484;42,66;48,278;42,41;17,6606;67,196;13,328;159,986;375,53;596,424;703,978;1100,34;2010;1;201001;47,664;56,338;54,052;62,146;47,594;38,594;28,998;59,0082;68,13973;17899,26;32237,91;33505,13;9440,479;31907,54;21156,61;37065,37;27169,33;10901,4;1;0;0;0;0;0;0;0;0;0;0;6061;1797;1059;4792;611;57301;37532;6400
527;2010,09;48,474;66,298;50,528;72,226;47,752;63,844;41,33;48,72;41,6;17,4662;66,5434;12,978;162,744;374,118;592,254;704,49;1059,86;2010;2;201002;43,912;51,024;52,466;60,046;45,67;36,67;31,866;60,0088;65,35768;16428,27;31073,2;32174,06;9766,065;33773,63;19089;35562,48;25833,65;10636,57;0;1;0;0;0;0;0;0;0;0;0;7181;1390;1081;4878;613;53289;37736;6000
528;2010,11;47,956;64,776;50,01;70,4;47,208;62,682;40,86;45,94;40,95;16,983;66,8763;13,312;157,976;367,208;575,424;680,454;1023,17;2010;2;201002;49,626;57,996;57,592;66,432;50,548;40,324;31,648;60,4071;65,38159;18223,06;33139,82;34395,59;9542,871;32381,35;21296,6;38226,57;27438,63;10328,72;0;1;0;0;0;0;0;0;0;0;0;7181;1390;1081;4878;613;49170;37928;5400
529;2010,13;47,924;63,452;50,096;68,742;46,97;62,06;42,73;49,072;40,57;16,597;69,2603;12,99;159,532;375,174;589,568;694,804;1043,51;2010;2;201002;47,666;56,452;55,882;64,208;48,994;40,104;33,64;66,2488;70,31306;17883,04;32946,24;34041,23;10568,8;35103,74;21179,32;37854,98;27864,42;11217,18;0;1;0;0;0;0;0;0;0;0;0;7181;1390;1081;4878;613;44886;38369;5200
530;2010,15;47,436;61,55;49,794;66,962;46,376;59,696;43,036;48,324;40,31;16,2664;69,6277;12,92;160,426;373,4;590,336;691,796;1025,27;2010;2;201002;38,044;45,15;38,058;45,19;37,678;30,412;19,766;98,8837;113,3444;14205,63;22467,01;26065,49;15863,51;20265,57;16859,01;26677,28;21038,9;18183,39;0;1;0;0;0;0;0;0;0;0;0;7181;1390;1081;4878;613;40941;39954;4700
531;2010,17;47,416;61,322;50,066;67,056;46,194;58,996;41,53;46,47;40,05;15,906;69,0109;13,296;165,86;386,1;610,364;719,602;1060,49;2010;3;201003;39,44;44,84;40,896;46,592;39,204;32,696;17,608;71,0147;74,34859;15227,78;24961,45;28211,28;11778,5;18673,14;17312,72;28438,08;23528,11;12331,46;0;0;1;0;0;0;0;0;0;0;0;6921;1737;883;5709;837;37417;42711;5000
532;2010,19;46,204;60,338;49,276;66,908;44,786;57,914;41,306;46,42;39,15;15,484;65,952;13,078;170,566;394,322;623,64;739,342;1098,59;2010;3;201003;50,244;57,02;72,774;83,688;49,26;41,09;18,208;63,8023;66,76906;19812,31;45384,78;36419,98;10882,5;20003,09;22484,24;52191,19;30379,56;11388,53;0;0;1;0;0;0;0;0;0;0;0;6921;1737;883;5709;837;34591;44052;5200
533;2010,21;46,012;60,574;49,12;67,384;44,096;57,214;40,99;46,11;39,51;15,0942;65,4954;13,074;172,864;399,064;625,262;737,998;1094,26;2010;3;201003;42,346;47,376;45,804;50,492;41,868;35,528;28,048;55,6751;56,65203;16898,76;28639,5;30898,5;9624,212;30691,69;18906,05;31570,73;26219,59;9793,097;0;0;1;0;0;0;0;0;0;0;0;6921;1737;883;5709;837;31911;44364;4800
534;2010,22;45,48;59,946;48,568;66,786;43,496;56,584;39,15;44,25;39,5;14,9648;64,2823;12,868;175,404;404,538;630,67;746,388;1084,19;2010;3;201003;37,984;43,672;37,276;43,114;37,406;31,628;23,5;49,3059;50,07224;15365,97;23508,86;27919,39;8648,451;25478,56;17666,98;27190,71;23606,76;8782,87;0;0;1;0;0;0;0;0;0;0;0;6921;1737;883;5709;837;29669;44507;4400
535;2010,24;45,526;59,666;48,414;65,942;43,482;56,526;38,95;43,67;39,79;14,8186;65,0161;12,892;176,66;412,792;637,328;760,438;1086,81;2010;3;201003;37,394;42,172;39,016;45,244;37,014;31,582;8,582;45,0827;45,54271;15435,94;24865,99;28146,85;7964,31;9326,969;17408,26;28835,27;24016,15;8045,575;0;0;1;0;0;0;0;0;0;0;0;6921;1737;883;5709;837;27862;45140;4600
536;2010,26;47,256;61,104;50,08;67,278;45,2;58,082;41,48;45,17;40,52;15,4966;67,6484;13,432;179,382;415,784;640,922;775,072;1102,45;2010;4;201004;42,184;45,45;44,604;50,308;38,056;36,868;22,094;47,385;48,5784;17539,43;28587,69;29496,14;8500,011;24357,57;18897,38;32243,5;28575,36;8714,091;0;0;0;1;0;0;0;0;0;0;0;7996;1211;909;4571;577;26342;45572;5100
537;2010,28;48,504;63,058;51,266;69,168;46,696;59,456;42,28;46,96;41,38;16,3884;68,4849;14,016;181,132;417,12;643,708;774,91;1132,85;2010;4;201004;44,772;50,584;46,344;52,58;43,434;40,172;27,848;48,0464;49,46987;18675,3;29832;33657,44;8702,737;31547,61;21099,6;33846,17;31129,69;8960,577;0;0;0;1;0;0;0;0;0;0;0;7996;1211;909;4571;577;25765;45569;5400
538;2010,3;49,926;65,116;52,698;71,024;48,492;63,07;43,62;48,95;43,22;16,9804;70,4807;14,708;181,164;416,016;634,674;770,014;1095,81;2010;4;201004;42,944;46,696;46,332;52,054;45,02;39,77;37,06;47,6491;48,65498;17865,39;29405,72;34666,03;8632,305;40610,87;19426,28;33037,32;30623,46;8814,531;0;0;0;1;0;0;0;0;0;0;0;7996;1211;909;4571;577;24772;45650;5400
539;2010,32;52,352;68,158;55,404;73,726;51,318;67,342;46,58;50,55;44,32;18,686;76,2813;15,482;181,242;413,262;618,252;760,062;1040,04;2010;4;201004;41,306;47,564;41,772;48,026;39,43;35,698;36,022;47,9825;49,27489;17070,2;25825,62;29969,25;8696,443;37464,39;19656,39;29692,17;27132,7;8930,68;0;0;0;1;0;0;0;0;0;0;0;7996;1211;909;4571;577;25775;45978;5300
540;2010,34;54,186;69,89;57,076;75,85;53,398;69,496;47,436;52,32;45,47;19,6076;79,3472;16,012;173,916;397,966;586,36;718,614;962,126;2010;5;201005;46,332;52,76;47,878;55,156;43,844;40,236;33,658;50,5831;51,85526;18438,56;28073,74;31506,91;8797,21;32383,24;20996,69;32341,27;28914,15;9018,459;0;0;0;0;1;0;0;0;0;0;0;7778;1297;987;4380;528;26117;46198;5500
541;2010,36;52,376;68,342;55,396;75,1;51,364;67,334;45,43;49,01;43,98;19,1464;77,4198;15,652;175,36;408,872;601,092;732,196;999,91;2010;5;201005;48,482;54,112;49,166;55,148;49,7;42,684;38,444;52,2211;54,08622;19822,93;29553,29;36390,14;9157,483;38440,54;22124,88;33149,02;31253,05;9484,559;0;0;0;0;1;0;0;0;0;0;0;7778;1297;987;4380;528;28849;46458;5800
542;2010,38;51,214;66,576;54,37;72,802;49,93;65,414;45,18;49,82;43,53;19,1896;77,0742;14,906;169,95;399,642;576,398;701,926;948,268;2010;5;201005;47,348;55,2;49,668;58,22;47,956;40,26;37,89;40,6207;48,78823;18922,25;28628,54;33661,57;6903,486;35929,88;22060,24;33557,89;28259,54;8291,561;0;0;0;0;1;0;0;0;0;0;0;7778;1297;987;4380;528;43212;46684;6200
543;2010,4;51,694;66,864;54,738;72,866;50,946;65,852;45,98;50,88;43,84;19,4512;79,0683;15,228;167;388,98;568,762;687,276;931,194;2010;5;201005;42,626;50,062;46,964;55,29;41,198;34,018;42,918;42,1036;48,50307;16580,66;26711,34;28314,39;7031,295;39964,98;19473,12;31446,85;23379,75;8100,014;0;0;0;0;1;0;0;0;0;0;0;7778;1297;987;4380;528;50172;46650;6400
544;2010,42;51,986;68,02;54,916;74,45;51,73;67,236;46,16;50,68;43,8;20,2074;79,8705;15,218;171,454;400,218;582,158;702,526;930,846;2010;5;201005;40,186;50,042;39,864;50,432;40,034;29,63;44,962;42,4799;49,30738;16083,16;23207,15;28124,93;7283,351;41852,7;20027,71;29359,39;20815,85;8453,946;0;0;0;0;1;0;0;0;0;0;0;7778;1297;987;4380;528;55238;46541;6600
545;2010,44;54,222;72,404;56,926;77,63;54,382;71,866;47,09;52,16;43,8;22,0636;84,6701;15,552;172,164;399,28;577,074;697,706;910,032;2010;6;201006;47,614;56,934;47,362;57,792;48,216;38,218;42,206;49,0033;53,40975;19011,32;27331,38;33640,59;8436,611;38408,81;22732,61;33350,26;26664,93;9195,236;0;0;0;0;0;1;0;0;0;0;0;6853;1522;904;4304;408;59610;46114;7100
