"","date","time","windSetW","windEstW","ElbasDKW","PriceDKW","bal.price.up","bal.price.down","bal.to.up","bal.to.down","sys.imbalance.pos","sys.imbalance.neg","cons.prog.DK1","cons.prog.DK2","cons.DK1","cons.DK2","cons.DK","DK.West.and.Germany.mwh_h","DK.East.and.Germany.mwh_h","diff","cons.diff.dkw","cons.diff.dk","pos.sys.imb.dummy","neg.sys.imb.dummy","DKWElbON","reg.up.dummy","reg.down.dummy","WindPos","error_plus","error_neg","error_plus_sq","error_neg_sq","cons.pos.w","cons.error.plus.w","cons.error.neg.w","cons.pos","cons.error.plus","cons.error.neg","sys.imbalance"
"4330",2010-01-04,"7",4.76,2.96,NA,38.92,38.92,34.92,NA,NA,NA,-163.1,26.51,19.32,26.07,"1808",44.15,"950.0","550.0",1.8,-0.440000000000001,-1.68,0,1,0,0,0,1,1.8,0,3.24,0,0,0,0.440000000000001,0,0,1.68,-163.1
"5051",2010-01-04,"8",4.73,2.97,NA,46.1,46.1,36.13,NA,NA,NA,-30.6,32.09,22.54,31.25,"2135",52.6,"634.4","550.0",1.76,-0.840000000000003,-2.03,0,1,0,0,0,1,1.76,0,3.0976,0,0,0,0.840000000000003,0,0,2.03,-30.6
"5772",2010-01-04,"9",4.26,3,66.03,44.97,44.97,34.92,NA,NA,NA,-65.8,34.24,23.64,33.44,"2249",55.93,"950.0","550.0",1.26,-0.800000000000004,-1.95,0,1,1,0,0,1,1.26,0,1.5876,0,0,0,0.800000000000004,0,0,1.95,-65.8
"5",2010-01-05,"1",1.7,1.65,NA,42.03,42.03,38.11,NA,-10,63.9,NA,22.15,16.55,21.33,"1483",36.16,"950.0","550.0",0.05,-0.82,-2.54000000000001,1,0,0,0,1,1,0.05,0,0.0025,0,0,0,0.82,0,0,2.54000000000001,63.9
"6494",2010-01-05,"10",4.67,3.75,NA,47.14,52.09,47.14,37.3,-2.9,NA,-230.9,35.29,25.03,33.44,"2280",56.24,"950.0","550.0",0.92,-1.85,-4.08,0,1,0,1,1,1,0.92,0,0.8464,0,0,0,1.85,0,0,4.08,-230.9
"7215",2010-01-05,"11",5.53,4.65,NA,48.27,48.27,41.69,NA,-10,NA,-137.6,35.77,24.8,33.67,"2299",56.66,"723.2","550.0",0.88,-2.1,-3.91000000000001,0,1,0,0,1,1,0.88,0,0.7744,0,0,0,2.1,0,0,3.91000000000001,-137.6
"7936",2010-01-05,"12",5.42,5.58,NA,49.26,49.26,49.26,NA,NA,NA,-19.8,35.54,25.23,33.09,"2297",56.06,"330.5","550.0",-0.16,-2.45,-4.70999999999999,0,1,0,0,0,0,0,0.16,0,0.0256,0,0,2.45,0,0,4.70999999999999,-19.8
"8657",2010-01-05,"13",5.39,6.4,NA,49.87,52.03,49.87,56.3,NA,104.4,NA,34.48,24.86,32.29,"2287",55.16,"102.5","550.0",-1.01,-2.19,-4.18,1,0,0,1,0,0,0,1.01,0,1.0201,0,0,2.19,0,0,4.18,104.4
"9378",2010-01-05,"14",5.57,7.06,NA,47.07,53.24,47.07,24.7,NA,298.4,NA,34.73,24.34,32.48,"2275",55.23,"303.1","550.0",-1.49,-2.25,-3.84,1,0,0,1,0,0,0,1.49,0,2.2201,0,0,2.25,0,0,3.84,298.4
"10099",2010-01-05,"15",5.86,7.58,NA,45.9,47.19,45.9,NA,NA,294.7,NA,34.32,23.89,31.76,"2261",54.37,"510.9","550.0",-1.72,-2.56,-3.84,1,0,0,0,0,0,0,1.72,0,2.9584,0,0,2.56,0,0,3.84,294.7
"10820",2010-01-05,"16",5.97,8.18,NA,45.89,49.61,45.89,21.3,NA,238,NA,33.31,23.61,30.69,"2246",53.15,"233.3","550.0",-2.21,-2.62,-3.77,1,0,0,1,0,0,0,2.21,0,4.8841,0,0,2.62,0,0,3.77,238
"11541",2010-01-05,"17",5.99,8.88,NA,51.07,208.16,51.07,225.5,NA,NA,-62.4,34.65,25.35,32.3,"2374",56.04,"-348.1","550.0",-2.89,-2.35,-3.96,0,1,0,1,0,0,0,2.89,0,8.3521,0,0,2.35,0,0,3.96,-62.4
"12262",2010-01-05,"18",6.43,9.64,NA,66.4,268.76,66.4,335.3,NA,NA,-316.9,37.4,27.1,35.28,"2528",60.56,"-838.6","550.0",-3.21,-2.12,-3.94,0,1,0,1,0,0,0,3.21,0,10.3041,0,0,2.12,0,0,3.94,-316.9
"12983",2010-01-05,"19",6.62,10.35,NA,60.7,671.91,60.7,571.4,NA,NA,-543.1,35.62,26.22,33.41,"2440",57.81,"-1,031.4","550.0",-3.73,-2.21,-4.02999999999999,0,1,0,1,0,0,0,3.73,0,13.9129,0,0,2.21,0,0,4.02999999999999,-543.1
"726",2010-01-05,"2",1.64,1.56,NA,41.43,41.43,38.11,NA,-9.6,72,NA,21.44,15.84,20.46,"1425",34.71,"950.0","550.0",0.0799999999999998,-0.98,-2.57,1,0,0,0,1,1,0.0799999999999998,0,0.00639999999999998,0,0,0,0.98,0,0,2.57,72
"13704",2010-01-05,"20",6.88,10.92,NA,52.7,268.76,52.7,392.8,NA,NA,-306.3,33.24,24.52,30.69,"2284",53.53,"-670.2","550.0",-4.04,-2.55,-4.23,0,1,0,1,0,0,0,4.04,0,16.3216,0,0,2.55,0,0,4.23,-306.3
"14425",2010-01-05,"21",7.2,11.37,40,41.5,67.4,41.5,102.9,NA,192.6,NA,30.91,22.75,28.45,"2122",49.67,"102.8","550.0",-4.17,-2.46,-3.98999999999999,1,0,1,1,0,0,0,4.17,0,17.3889,0,0,2.46,0,0,3.98999999999999,192.6
"15146",2010-01-05,"22",7.15,11.65,35,36.7,51.42,36.7,130.8,NA,136.1,NA,28.93,21.22,26.76,"1985",46.61,"529.9","550.0",-4.5,-2.17,-3.54,1,0,1,1,0,0,0,4.5,0,20.25,0,0,2.17,0,0,3.54,136.1
"15867",2010-01-05,"23",6.92,11.7,35,36.7,50.82,36.7,133.8,NA,157.3,NA,26.73,19.41,24.59,"1807",42.66,"452.3","550.0",-4.78,-2.14,-3.48,1,0,1,1,0,0,0,4.78,0,22.8484,0,0,2.14,0,0,3.48,157.3
"16588",2010-01-05,"24",6.78,11.61,43.4,41.4,50.82,41.4,119.2,NA,204.8,NA,24.23,17.75,22.33,"1590",38.23,"292.1","550.0",-4.83,-1.9,-3.75000000000001,1,0,1,1,0,0,0,4.83,0,23.3289,0,0,1.9,0,0,3.75000000000001,204.8
"1447",2010-01-05,"3",1.57,1.46,NA,34.2,34.2,34.2,NA,NA,70.9,NA,21.4,15.41,20.18,"1392",34.1,"947.4","550.0",0.11,-1.22,-2.71,1,0,0,0,0,1,0.11,0,0.0121,0,0,0,1.22,0,0,2.71,70.9
"2168",2010-01-05,"4",1.62,1.29,NA,41.27,41.27,38.11,NA,-7.5,19,NA,21.38,15.13,20.22,"1387",34.09,"930.0","550.0",0.33,-1.16,-2.41999999999999,1,0,0,0,1,1,0.33,0,0.1089,0,0,0,1.16,0,0,2.41999999999999,19
"2889",2010-01-05,"5",2.1,1.23,NA,41.73,41.79,41.73,NA,NA,32.6,NA,21.74,15.49,20.67,"1417",34.84,"950.0","550.0",0.87,-1.07,-2.38999999999999,1,0,0,0,0,1,0.87,0,0.7569,0,0,0,1.07,0,0,2.38999999999999,32.6
"3610",2010-01-05,"6",2.46,1.37,NA,42.13,42.77,42.13,NA,NA,59.4,NA,23.04,16.61,22.24,"1541",37.65,"950.0","550.0",1.09,-0.800000000000001,-2,1,0,0,0,0,1,1.09,0,1.1881,0,0,0,0.800000000000001,0,0,2,59.4
"4331",2010-01-05,"7",2.62,1.72,NA,43.17,43.17,43.17,NA,NA,72.5,NA,27.37,19.66,26.58,"1825",44.83,"950.0","550.0",0.9,-0.790000000000003,-2.2,1,0,0,0,0,1,0.9,0,0.81,0,0,0,0.790000000000003,0,0,2.2,72.5
"5052",2010-01-05,"8",3.04,2.19,NA,45.34,51.31,45.34,39.2,NA,NA,-47.2,33.52,23.45,31.86,"2126",53.12,"950.0","550.0",0.85,-1.66,-3.85,0,1,0,1,0,1,0.85,0,0.7225,0,0,0,1.66,0,0,3.85,-47.2
"5773",2010-01-05,"9",3.99,2.88,NA,48.34,51.43,48.34,62.8,NA,NA,-259.5,35.68,24.94,33.93,"2256",56.49,"950.0","550.0",1.11,-1.75,-4.13,0,1,0,1,0,1,1.11,0,1.2321,0,0,0,1.75,0,0,4.13,-259.5
"6",2010-01-06,"1",6.78,8.63,NA,40.9,53.76,40.9,140.2,NA,NA,-114.2,20.18,15.87,21.16,"1488",36.04,"548.3","550.0",-1.85,0.98,-0.00999999999999801,0,1,0,1,0,0,0,1.85,0,3.4225,1,0.98,0,0,0,0.00999999999999801,-114.2
"6495",2010-01-06,"10",9.74,8.96,NA,42.65,42.65,42.65,25.2,NA,NA,-43.2,33.12,23.17,33.1,"2264",55.74,"913.6","550.0",0.779999999999999,-0.019999999999996,-0.549999999999997,0,1,0,1,0,1,0.779999999999999,0,0.608399999999999,0,0,0,0.019999999999996,0,0,0.549999999999997,-43.2
"7216",2010-01-06,"11",9.46,8.63,49.93,48.98,75.55,48.98,112.1,NA,NA,-351.6,33.16,23.08,33.49,"2280",56.29,"864.9","549.0",0.83,0.330000000000005,0.0500000000000043,0,1,1,1,0,1,0.83,0,0.6889,0,1,0.330000000000005,0,1,0.0500000000000043,0,-351.6
"7937",2010-01-06,"12",9.12,8.37,51.22,50.29,59.58,50.29,72.9,NA,NA,-257.4,32.59,23.28,32.97,"2261",55.58,"581.6","549.6",0.75,0.379999999999995,-0.290000000000006,0,1,1,1,0,1,0.75,0,0.5625,0,1,0.379999999999995,0,0,0,0.290000000000006,-257.4
"8658",2010-01-06,"13",8.77,8.12,50.98,48.95,65.17,48.95,89.2,NA,NA,-200.9,31.45,23.12,31.96,"2242",54.38,"491.2","549.0",0.65,0.510000000000002,-0.189999999999998,0,1,1,1,0,1,0.65,0,0.4225,0,1,0.510000000000002,0,0,0,0.189999999999998,-200.9
"9379",2010-01-06,"14",8.53,7.83,51.39,48.8,65.17,48.8,90.2,NA,NA,-105.7,31.76,23.26,32,"2223",54.23,"447.4","550.0",0.699999999999999,0.239999999999998,-0.790000000000006,0,1,1,1,0,1,0.699999999999999,0,0.489999999999999,0,1,0.239999999999998,0,0,0,0.790000000000006,-105.7
"10100",2010-01-06,"15",8.2,7.54,49,42.9,59.58,42.9,76.7,NA,NA,-163.3,31.36,22.92,31.39,"2202",53.41,"724.3","550.0",0.659999999999999,0.0300000000000011,-0.870000000000005,0,1,1,1,0,1,0.659999999999999,0,0.435599999999999,0,1,0.0300000000000011,0,0,0,0.870000000000005,-163.3
"10821",2010-01-06,"16",7.95,7.24,44,41.6,61.42,41.6,70.9,NA,NA,-96.2,30.68,22.72,30.48,"2191",52.39,"613.7","550.0",0.71,-0.199999999999999,-1.01,0,1,1,1,0,1,0.71,0,0.5041,0,0,0,0.199999999999999,0,0,1.01,-96.2
"11542",2010-01-06,"17",8.14,7.05,55,50,78.4,50,119,NA,NA,-138.4,32.08,21.99,31.69,"2336",55.05,"106.0","550.0",1.09,-0.389999999999997,0.980000000000004,0,1,1,1,0,1,1.09,0,1.1881,0,0,0,0.389999999999997,1,0.980000000000004,0,-138.4
"12263",2010-01-06,"18",8.06,6.92,65,60.69,109.45,60.69,121.1,NA,NA,-70.1,34.98,23.41,34.93,"2517",60.1,"-150.7","550.0",1.14,-0.0499999999999972,1.71,0,1,1,1,0,1,1.14,0,1.2996,0,0,0,0.0499999999999972,1,1.71,0,-70.1
"12984",2010-01-06,"19",7.71,6.76,65,60.08,109.45,60.08,188.1,NA,NA,-208.7,33.75,23.94,33.7,"2446",58.16,"-543.2","550.0",0.95,-0.0499999999999972,0.469999999999999,0,1,1,1,0,1,0.95,0,0.9025,0,0,0,0.0499999999999972,1,0.469999999999999,0,-208.7
"727",2010-01-06,"2",6.77,8.65,NA,35.1,60.48,35.1,178,NA,NA,-114.6,19.44,15.25,20.23,"1431",34.54,"476.9","550.0",-1.88,0.789999999999999,-0.149999999999999,0,1,0,1,0,0,0,1.88,0,3.5344,1,0.789999999999999,0,0,0,0.149999999999999,-114.6
"13705",2010-01-06,"20",7.35,6.55,69,52.61,68.11,52.61,91,NA,75.6,NA,31.33,24.79,31.83,"2289",54.72,"-982.2","311.6",0.8,0.5,-1.4,1,0,1,1,0,1,0.8,0,0.64,0,1,0.5,0,0,0,1.4,75.6
"14426",2010-01-06,"21",6.84,6.34,51.3,47.98,68.11,47.98,131.1,NA,46.8,NA,29.23,23.61,29.75,"2134",51.09,"-1,015.7","550.0",0.5,0.52,-1.75,1,0,1,1,0,1,0.5,0,0.25,0,1,0.52,0,0,0,1.75,46.8
"15147",2010-01-06,"22",6.38,6.16,51.01,49.31,82.79,49.31,151.1,NA,NA,-36.5,27.38,21.99,27.9,"1972",47.62,"-1,273.4","84.9",0.22,0.52,-1.75,0,1,1,1,0,1,0.22,0,0.0483999999999999,0,1,0.52,0,0,0,1.75,-36.5
"15868",2010-01-06,"23",5.66,6.02,NA,50.82,82.79,50.82,181.3,NA,NA,-151.9,25.13,20.6,25.47,"1831",43.78,"-1,424.5","-231.0",-0.359999999999999,0.34,-1.95,0,1,0,1,0,0,0,0.359999999999999,0,0.1296,1,0.34,0,0,0,1.95,-151.9
"16589",2010-01-06,"24",5.21,5.95,NA,39.69,63,39.69,168.3,NA,NA,-115.2,22.88,19.69,22.84,"1618",39.02,"-690.2","368.0",-0.74,-0.0399999999999991,-3.55,0,1,0,1,0,0,0,0.74,0,0.5476,0,0,0.0399999999999991,0,0,3.55,-115.2
"1448",2010-01-06,"3",6.94,8.69,NA,34.5,51.84,34.5,171.8,NA,NA,-108,19.31,15.05,19.81,"1397",33.78,"469.2","550.0",-1.75,0.5,-0.579999999999998,0,1,0,1,0,0,0,1.75,0,3.0625,1,0.5,0,0,0,0.579999999999998,-108
"2169",2010-01-06,"4",7.25,8.82,NA,33.8,38.91,33.8,108.6,NA,NA,-81.7,19.49,14.91,19.9,"1393",33.83,"467.1","550.0",-1.57,0.41,-0.57,0,1,0,1,0,0,0,1.57,0,2.4649,1,0.41,0,0,0,0.57,-81.7
"2890",2010-01-06,"5",7.11,9.03,NA,33,38.78,33,107.8,NA,NA,-86.8,19.93,15.26,20.35,"1464",34.99,"526.9","550.0",-1.92,0.420000000000002,-0.199999999999996,0,1,0,1,0,0,0,1.92,0,3.6864,1,0.420000000000002,0,0,0,0.199999999999996,-86.8
"3611",2010-01-06,"6",8.12,9.22,NA,34.2,52.13,34.2,125.6,NA,1.2,NA,21.68,16.27,21.97,"1544",37.41,"621.8","550.0",-1.1,0.289999999999999,-0.540000000000006,1,0,0,1,0,0,0,1.1,0,1.21,1,0.289999999999999,0,0,0,0.540000000000006,1.2
"4332",2010-01-06,"7",9.12,9.36,NA,37.8,53.02,37.8,125.5,NA,NA,-27.3,26.46,18.91,26.4,"1811",44.51,"909.6","550.0",-0.24,-0.0600000000000023,-0.860000000000007,0,1,0,1,0,0,0,0.24,0,0.0576000000000001,0,0,0.0600000000000023,0,0,0.860000000000007,-27.3
"5053",2010-01-06,"8",9.72,9.38,NA,41.3,58.8,41.3,143,NA,NA,-156,31.69,21.94,31.07,"2146",52.53,"820.5","550.0",0.34,-0.620000000000001,-1.1,0,1,0,1,0,1,0.34,0,0.1156,0,0,0,0.620000000000001,0,0,1.1,-156
"5774",2010-01-06,"9",9.73,9.23,NA,42.62,42.62,42.62,NA,NA,29.2,NA,33.68,23.13,33.23,"2255",55.78,"950.0","550.0",0.5,-0.450000000000003,-1.03,1,0,0,0,0,1,0.5,0,0.25,0,0,0,0.450000000000003,0,0,1.03,29.2
"7",2010-01-07,"1",4.38,4.34,NA,37.3,45.39,37.3,NA,NA,NA,-87.1,20.45,15.87,21.16,"1533",36.49,"-187.4","550.0",0.04,0.710000000000001,0.170000000000002,0,1,0,0,0,1,0.04,0,0.0016,0,1,0.710000000000001,0,1,0.170000000000002,0,-87.1
"6496",2010-01-07,"10",3.79,3.95,NA,56.57,56.57,38.97,NA,-25.2,51.5,NA,33.12,23.17,34.32,"2324",57.56,"743.2","550.0",-0.16,1.2,1.27,1,0,0,0,1,0,0,0.16,0,0.0256,1,1.2,0,1,1.27,0,51.5
"7217",2010-01-07,"11",3.43,3.86,NA,56,56,48.91,NA,NA,NA,-6.8,33.16,23.08,34.57,"2335",57.92,"759.7","550.0",-0.43,1.41,1.68000000000001,0,1,0,0,0,0,0,0.43,0,0.1849,1,1.41,0,1,1.68000000000001,0,-6.8
"7938",2010-01-07,"12",3.25,3.85,NA,57.75,57.75,50,NA,NA,NA,-31.3,32.59,23.28,34.21,"2319",57.4,"653.3","550.0",-0.6,1.62,1.52999999999999,0,1,0,0,0,0,0,0.6,0,0.36,1,1.62,0,1,1.52999999999999,0,-31.3
"8659",2010-01-07,"13",3.04,3.76,NA,60.09,60.09,50.78,NA,NA,35.3,NA,31.45,23.12,33.14,"2296",56.1,"426.1","550.0",-0.72,1.69,1.53,1,0,0,0,0,0,0,0.72,0,0.5184,1,1.69,0,1,1.53,0,35.3
"9380",2010-01-07,"14",2.72,3.52,NA,54.72,54.72,50.09,NA,NA,NA,-37.5,31.76,23.26,33.32,"2276",56.08,"411.5","550.0",-0.8,1.56,1.06,0,1,0,0,0,0,0,0.8,0,0.64,1,1.56,0,1,1.06,0,-37.5
"10101",2010-01-07,"15",2.43,3.19,NA,53.51,53.51,46.56,NA,NA,0.3,NA,31.36,22.92,32.85,"2259",55.44,"529.3","550.0",-0.76,1.49,1.16,1,0,0,0,0,0,0,0.76,0,0.5776,1,1.49,0,1,1.16,0,0.3
"10822",2010-01-07,"16",2.28,2.77,NA,53.03,53.03,46.56,NA,NA,41.6,NA,30.68,22.72,31.81,"2244",54.25,"654.4","550.0",-0.49,1.13,0.850000000000001,1,0,0,0,0,0,0,0.49,0,0.2401,1,1.13,0,1,0.850000000000001,0,41.6
"11543",2010-01-07,"17",2.25,2.47,NA,66.9,66.9,66.9,NA,NA,NA,-34.1,32.08,21.99,32.88,"2396",56.84,"329.3","550.0",-0.22,0.800000000000004,2.77000000000001,0,1,0,0,0,0,0,0.22,0,0.0484000000000001,1,0.800000000000004,0,1,2.77000000000001,0,-34.1
"12264",2010-01-07,"18",2.39,2.36,NA,86.19,86.18,83.32,NA,NA,NA,-88.9,34.98,23.41,35.82,"2572",61.54,"304.9","550.0",0.0300000000000002,0.840000000000003,3.15,0,1,0,0,0,1,0.0300000000000002,0,0.000900000000000015,0,1,0.840000000000003,0,1,3.15,0,-88.9
"12985",2010-01-07,"19",2.21,2.32,NA,70.5,70.49,58.82,NA,NA,27.8,NA,33.75,23.94,34.45,"2508",59.53,"-49.0","550.0",-0.11,0.700000000000003,1.84,1,0,0,0,0,0,0,0.11,0,0.0121,1,0.700000000000003,0,1,1.84,0,27.8
"728",2010-01-07,"2",3.97,4.9,NA,37.2,37.2,37.2,NA,NA,60.7,NA,19.67,15.25,20.74,"1462",35.36,"384.5","550.0",-0.93,1.07,0.439999999999998,1,0,0,0,0,0,0,0.93,0,0.8649,1,1.07,0,1,0.439999999999998,0,60.7
"13706",2010-01-07,"20",2.32,2.3,NA,55.86,55.86,55.86,NA,NA,35,NA,31.33,24.79,32.54,"2354",56.08,"-570.0","550.0",0.02,1.21,-0.0399999999999991,1,0,0,0,0,1,0.02,0,0.000400000000000001,0,1,1.21,0,0,0,0.0399999999999991,35
"14427",2010-01-07,"21",2.2,2.27,NA,50.39,50.39,50.39,NA,NA,31.5,NA,29.23,23.61,30.13,"2193",52.06,"-135.9","550.0",-0.0699999999999998,0.899999999999999,-0.780000000000001,1,0,0,0,0,0,0,0.0699999999999998,0,0.00489999999999998,1,0.899999999999999,0,0,0,0.780000000000001,31.5
"15148",2010-01-07,"22",2.11,2.23,NA,43.37,43.37,43.37,NA,NA,37.4,NA,27.38,21.99,28.11,"2047",48.58,"348.1","550.0",-0.12,0.73,-0.789999999999999,1,0,0,0,0,0,0,0.12,0,0.0144,1,0.73,0,0,0,0.789999999999999,37.4
"15869",2010-01-07,"23",1.93,2.22,49.3,48.99,51.2,48.99,NA,NA,8.5,NA,25.13,20.6,25.81,"1848",44.29,"-482.5","550.0",-0.29,0.68,-1.44,1,0,1,0,0,0,0,0.29,0,0.0841000000000001,1,0.68,0,0,0,1.44,8.5
"16590",2010-01-07,"24",2.03,2.24,48.2,45.22,51.2,45.22,9.6,NA,NA,-36.1,22.88,19.69,23.19,"1694",40.13,"-615.3","0.0",-0.21,0.310000000000002,-2.44,0,1,1,1,0,0,0,0.21,0,0.0441000000000002,1,0.310000000000002,0,0,0,2.44,-36.1
"1449",2010-01-07,"3",4.18,5,NA,36.4,36.4,36.4,NA,NA,84.9,NA,19.45,15.05,20.58,"1427",34.85,"557.5","550.0",-0.82,1.13,0.350000000000001,1,0,0,0,0,0,0,0.82,0,0.6724,1,1.13,0,1,0.350000000000001,0,84.9
"2170",2010-01-07,"4",4.93,5,NA,35.2,35.2,35.2,NA,NA,103.6,NA,19.54,14.91,20.66,"1435",35.01,"571.5","550.0",-0.0700000000000003,1.12,0.559999999999995,1,0,0,0,0,0,0,0.0700000000000003,0,0.00490000000000004,1,1.12,0,1,0.559999999999995,0,103.6
"2891",2010-01-07,"5",4.63,4.91,NA,34.4,34.4,11.96,NA,-43.8,129.1,NA,19.93,15.26,21.12,"1479",35.91,"554.4","550.0",-0.28,1.19,0.719999999999999,1,0,0,0,1,0,0,0.28,0,0.0784000000000001,1,1.19,0,1,0.719999999999999,0,129.1
"3612",2010-01-07,"6",4.42,4.8,NA,36.4,36.4,36.4,NA,NA,44,NA,21.68,16.27,22.75,"1567",38.42,"681.4","550.0",-0.38,1.07,0.469999999999999,1,0,0,0,0,0,0,0.38,0,0.1444,1,1.07,0,1,0.469999999999999,0,44
"4333",2010-01-07,"7",3.88,4.62,NA,43.1,43.1,43.1,NA,NA,92,NA,26.46,18.91,27.24,"1856",45.8,"950.0","550.0",-0.74,0.779999999999998,0.429999999999993,1,0,0,0,0,0,0,0.74,0,0.5476,1,0.779999999999998,0,1,0.429999999999993,0,92
"5054",2010-01-07,"8",3.8,4.38,NA,48.85,53.64,48.85,36.7,NA,NA,-111.7,31.69,21.94,32.56,"2192",54.48,"834.5","550.0",-0.58,0.870000000000001,0.849999999999994,0,1,0,1,0,0,0,0.58,0,0.3364,1,0.870000000000001,0,1,0.849999999999994,0,-111.7
"5775",2010-01-07,"9",3.97,4.13,NA,54.86,54.86,54.86,NA,NA,21.6,NA,33.68,23.13,34.57,"2309",57.66,"950.0","550.0",-0.16,0.890000000000001,0.849999999999994,1,0,0,0,0,0,0,0.16,0,0.0255999999999999,1,0.890000000000001,0,1,0.849999999999994,0,21.6
"8",2010-01-08,"1",1.98,2.14,NA,42.9,51.42,42.9,134.6,NA,NA,-241.2,20.91,16.66,21.67,"1589",37.56,"-26.3","550.0",-0.16,0.760000000000002,-0.00999999999999801,0,1,0,1,0,0,0,0.16,0,0.0256,1,0.760000000000002,0,0,0,0.00999999999999801,-241.2
"6497",2010-01-08,"10",5.77,4.75,NA,63.84,63.84,43,NA,NA,31.7,NA,33.78,23.89,34.08,"2364",57.72,"75.1","550.0",1.02,0.299999999999997,0.0499999999999972,1,0,0,0,0,1,1.02,0,1.0404,0,1,0.299999999999997,0,1,0.0499999999999972,0,31.7
"7218",2010-01-08,"11",6.16,5.03,NA,62.12,62.12,40.99,NA,-15.4,34.3,NA,33.82,23.59,34.18,"2376",57.94,"83.5","550.0",1.13,0.359999999999999,0.530000000000001,1,0,0,0,1,1,1.13,0,1.2769,0,1,0.359999999999999,0,1,0.530000000000001,0,34.3
"7939",2010-01-08,"12",5.94,5.44,NA,58.86,58.86,43.29,NA,-10,48.3,NA,33.24,23.43,33.44,"2339",56.83,"-63.3","550.0",0.5,0.199999999999996,0.159999999999997,1,0,0,0,1,1,0.5,0,0.25,0,1,0.199999999999996,0,1,0.159999999999997,0,48.3
"8660",2010-01-08,"13",6.27,5.8,NA,50.87,50.87,45.05,NA,-10,36.9,NA,32.08,22.98,31.87,"2291",54.78,"-227.5","550.0",0.47,-0.209999999999997,-0.280000000000001,1,0,0,0,1,1,0.47,0,0.2209,0,0,0,0.209999999999997,0,0,0.280000000000001,36.9
"9381",2010-01-08,"14",6.8,5.97,NA,49.79,49.79,43.29,NA,-10,27,NA,32.4,22.57,30.75,"2246",53.21,"248.5","550.0",0.83,-1.65,-1.76,1,0,0,0,1,1,0.83,0,0.6889,0,0,0,1.65,0,0,1.76,27
"10102",2010-01-08,"15",7.23,5.87,53,45.39,45.39,16.8,NA,-127.1,164.6,NA,31.99,22.16,29.8,"2200",51.8,"757.5","550.0",1.36,-2.19,-2.35,1,0,1,0,1,1,1.36,0,1.8496,0,0,0,2.19,0,0,2.35,164.6
"10823",2010-01-08,"16",7.18,5.57,NA,43.41,43.41,34.27,NA,-61.3,NA,-15.6,31.29,22.16,29.35,"2183",51.18,"850.0","550.0",1.61,-1.94,-2.27,0,1,0,0,1,1,1.61,0,2.5921,0,0,0,1.94,0,0,2.27,-15.6
"11544",2010-01-08,"17",7.39,5.44,NA,46.26,46.26,34.27,NA,-31.2,NA,-65.7,32.73,23.06,31.37,"2355",54.92,"950.0","550.0",1.95,-1.36,-0.86999999999999,0,1,0,0,1,1,1.95,0,3.8025,0,0,0,1.36,0,0,0.86999999999999,-65.7
"12265",2010-01-08,"18",7.68,5.54,NA,49.4,49.4,0,NA,-141.3,117.8,NA,35.68,23.96,34.17,"2549",59.66,"587.0","550.0",2.14,-1.51,0.019999999999996,1,0,0,0,1,1,2.14,0,4.5796,0,0,0,1.51,1,0.019999999999996,0,117.8
"12986",2010-01-08,"19",7.56,5.7,NA,48.9,48.9,16.8,NA,-132.1,79.4,NA,34.43,24.86,33,"2509",58.09,"483.8","550.0",1.86,-1.43,-1.2,1,0,0,0,1,1,1.86,0,3.4596,0,0,0,1.43,0,0,1.2,79.4
"729",2010-01-08,"2",1.95,2.24,NA,40.3,40.3,40.3,NA,NA,NA,-2.3,20.06,16,21.15,"1510",36.25,"578.8","550.0",-0.29,1.09,0.189999999999998,0,1,0,0,0,0,0,0.29,0,0.0841000000000001,1,1.09,0,1,0.189999999999998,0,-2.3
"13707",2010-01-08,"20",7.67,5.88,NA,43.43,43.43,43.43,NA,NA,NA,-88.8,31.95,24.3,30.9,"2341",54.31,"800.0","550.0",1.79,-1.05,-1.94,0,1,0,0,0,1,1.79,0,3.2041,0,0,0,1.05,0,0,1.94,-88.8
"14428",2010-01-08,"21",7.91,6.03,NA,40.2,40.2,40.2,NA,NA,NA,-114.9,29.82,22.93,28.44,"2160",50.04,"669.8","550.0",1.88,-1.38,-2.71,0,1,0,0,0,1,1.88,0,3.5344,0,0,0,1.38,0,0,2.71,-114.9
"15149",2010-01-08,"22",8.05,6.16,NA,40.2,40.2,40.2,NA,NA,NA,-111.8,27.93,21.27,26.74,"2040",47.14,"543.2","550.0",1.89,-1.19,-2.06,0,1,0,0,0,1,1.89,0,3.5721,0,0,0,1.19,0,0,2.06,-111.8
"15870",2010-01-08,"23",8.37,6.31,NA,41.6,41.6,41.6,NA,NA,NA,-97.2,25.63,20.01,25.07,"1900",44.07,"294.0","550.0",2.06,-0.559999999999999,-1.57,0,1,0,0,0,1,2.06,0,4.2436,0,0,0,0.559999999999999,0,0,1.57,-97.2
"16591",2010-01-08,"24",8.75,6.53,NA,35.7,35.7,35.7,NA,NA,NA,-147,23.34,18.45,23.48,"1768",41.16,"252.9","550.0",2.22,0.140000000000001,-0.630000000000003,0,1,0,0,0,1,2.22,0,4.9284,0,1,0.140000000000001,0,0,0,0.630000000000003,-147
