,index,Unnamed: 0,plant_code,plant_name,report_year,state,county,ownership,sector,zip,lat,long,bal_auth_code,bal_auth_name,trans_owner,trans_owner_id,solar_cap,wind_cap,intermittent_cap,wat_source,isrsrvr,prop_interm_cap,prime_mover,uprate_or_repower,prop_gen,investment,plan_uprate_sum,op_year,nameplate,tot_nameplate,perc_intermittent,utility,plan_uprate,isRPS
751,2269,2269,2,Bankhead Dam,2014,AL,Tuscaloosa,S,1,35476,33.458665,-87.356823,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Black Warrior River,0,0,HY,0,0,0,,1963,53.9,20691.6,0,1,0,0
2190,6644,6644,4,Walter Bouldin Dam,2014,AL,Elmore,S,1,36092,32.583889,-86.283056,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1967,225,20691.6,0,1,0,0
2191,6645,6645,4,Walter Bouldin Dam,2014,AL,Elmore,S,1,36092,32.583889,-86.283056,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1967,225,20691.6,0,1,0,0
2192,6646,6646,4,Walter Bouldin Dam,2014,AL,Elmore,S,1,36092,32.583889,-86.283056,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1967,225,20691.6,0,1,0,0
244,739,739,11,H Neely Henry Dam,2014,AL,Calhoun,S,1,36271,33.7845,-86.0524,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1966,72.9,20691.6,0,1,0,0
245,740,740,11,H Neely Henry Dam,2014,AL,Calhoun,S,1,36271,33.7845,-86.0524,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1966,72.9,20691.6,0,1,0,0
246,741,741,11,H Neely Henry Dam,2014,AL,Calhoun,S,1,36271,33.7845,-86.0524,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1966,72.9,20691.6,0,1,0,0
263,796,796,12,Holt Dam,2014,AL,Tuscaloosa,S,1,35476,33.2553,-87.4495,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Black Warrior River,0,0,HY,0,0,0,,1968,46.9,20691.6,0,1,0,0
264,805,805,13,Jordan Dam,2014,AL,Elmore,S,1,36092,32.6189,-86.2548,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1929,100,20691.6,0,1,0,0
265,806,806,13,Jordan Dam,2014,AL,Elmore,S,1,36092,32.6189,-86.2548,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1929,100,20691.6,0,1,0,0
266,807,807,13,Jordan Dam,2014,AL,Elmore,S,1,36092,32.6189,-86.2548,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1929,100,20691.6,0,1,0,0
267,808,808,13,Jordan Dam,2014,AL,Elmore,S,1,36092,32.6189,-86.2548,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1929,100,20691.6,0,1,0,0
297,902,902,14,Logan Martin Dam,2014,AL,Talladega,S,1,35178,33.425878,-86.337547,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1964,128.1,20691.6,0,1,0,0
298,903,903,14,Logan Martin Dam,2014,AL,Talladega,S,1,35178,33.425878,-86.337547,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1964,128.1,20691.6,0,1,0,0
299,904,904,14,Logan Martin Dam,2014,AL,Talladega,S,1,35178,33.425878,-86.337547,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1964,128.1,20691.6,0,1,0,0
360,1115,1115,15,Lay Dam,2014,AL,Chilton,S,1,35045,32.9633,-86.5187,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1967,177,20691.6,0,1,0,0
361,1116,1116,15,Lay Dam,2014,AL,Chilton,S,1,35045,32.9633,-86.5187,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1967,177,20691.6,0,1,0,0
362,1117,1117,15,Lay Dam,2014,AL,Chilton,S,1,35045,32.9633,-86.5187,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1967,177,20691.6,0,1,0,0
363,1118,1118,15,Lay Dam,2014,AL,Chilton,S,1,35045,32.9633,-86.5187,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1967,177,20691.6,0,1,0,0
364,1119,1119,15,Lay Dam,2014,AL,Chilton,S,1,35045,32.9633,-86.5187,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1967,177,20691.6,0,1,0,0
365,1120,1120,15,Lay Dam,2014,AL,Chilton,S,1,35045,32.9633,-86.5187,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1967,177,20691.6,0,1,0,0
433,1330,1330,16,Martin Dam,2014,AL,Elmore,S,1,36078,32.680394,-85.911442,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Tallapoosa River,0,0,HY,0,0,0,,1927,210.6,20691.6,0,1,0,0
434,1331,1331,16,Martin Dam,2014,AL,Elmore,S,1,36078,32.680394,-85.911442,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Tallapoosa River,0,0,HY,0,0,0,,1927,210.6,20691.6,0,1,0,0
435,1332,1332,16,Martin Dam,2014,AL,Elmore,S,1,36078,32.680394,-85.911442,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Tallapoosa River,0,0,HY,0,0,0,,1927,210.6,20691.6,0,1,0,0
436,1333,1333,16,Martin Dam,2014,AL,Elmore,S,1,36078,32.680394,-85.911442,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Tallapoosa River,0,0,HY,0,0,0,,1927,210.6,20691.6,0,1,0,0
480,1468,1468,17,Mitchell Dam,2014,AL,Coosa,S,1,36091,32.806025,-86.444892,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1949,170,20691.6,0,1,0,0
481,1469,1469,17,Mitchell Dam,2014,AL,Coosa,S,1,36091,32.806025,-86.444892,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1949,170,20691.6,0,1,0,0
482,1470,1470,17,Mitchell Dam,2014,AL,Coosa,S,1,36091,32.806025,-86.444892,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1949,170,20691.6,0,1,0,0
483,1471,1471,17,Mitchell Dam,2014,AL,Coosa,S,1,36091,32.806025,-86.444892,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1949,170,20691.6,0,1,0,0
659,2001,2001,18,Lewis Smith Dam,2014,AL,Walker,S,1,35501,33.9406,-87.1077,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Sipsey Fork Black Warrior Rive,0,0,HY,0,0,0,,1961,181,20691.6,0,1,0,0
660,2002,2002,18,Lewis Smith Dam,2014,AL,Walker,S,1,35501,33.9406,-87.1077,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Sipsey Fork Black Warrior Rive,0,0,HY,0,0,0,,1961,181,20691.6,0,1,0,0
713,2164,2164,19,Thurlow Dam,2014,AL,Elmore,S,1,36078,32.535436,-85.887614,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Tallapoosa River,0,0,HY,0,0,0,,1931,91,20691.6,0,1,0,0
714,2165,2165,19,Thurlow Dam,2014,AL,Elmore,S,1,36078,32.535436,-85.887614,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Tallapoosa River,0,0,HY,0,0,0,,1931,91,20691.6,0,1,0,0
715,2166,2166,19,Thurlow Dam,2014,AL,Elmore,S,1,36078,32.535436,-85.887614,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Tallapoosa River,0,0,HY,0,0,0,,1931,91,20691.6,0,1,0,0
752,2276,2276,20,Weiss Dam,2014,AL,Cherokee,S,1,35983,34.172142,-85.753806,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1961,87.6,20691.6,0,1,0,0
753,2277,2277,20,Weiss Dam,2014,AL,Cherokee,S,1,35983,34.172142,-85.753806,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1961,87.6,20691.6,0,1,0,0
754,2278,2278,20,Weiss Dam,2014,AL,Cherokee,S,1,35983,34.172142,-85.753806,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Coosa River,0,0,HY,0,0,0,,1961,87.6,20691.6,0,1,0,0
762,2303,2303,21,Yates Dam,2014,AL,Elmore,S,1,36078,32.5743,-85.8901,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Tallapoosa River,0,0,HY,0,0,0,,1928,50.5,20691.6,0,1,0,0
763,2304,2304,21,Yates Dam,2014,AL,Elmore,S,1,36078,32.5743,-85.8901,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Tallapoosa River,0,0,HY,0,0,0,,1928,50.5,20691.6,0,1,0,0
1674,5056,5056,34,Rollins,2014,CA,PLACER,S,2,95713,39.134259,-120.953341,CISO,California Independent System Operator,Pacific Gas & Electric Co,14328,1500.3,1667.5,3167.8,Bear River,0,1506.3,HY,0,0,0,,1980,12.1,32935.2,0.096182807,0,0,1
1900,5736,5736,38,Millers Ferry,2014,AL,Wilcox,S,1,36726,32.100881,-87.399767,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Alabama River,0,0,HY,0,0,0,,1970,101.1,20691.6,0,1,0,0
1901,5737,5737,38,Millers Ferry,2014,AL,Wilcox,S,1,36726,32.100881,-87.399767,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Alabama River,0,0,HY,0,0,0,,1970,101.1,20691.6,0,1,0,0
1902,5738,5738,38,Millers Ferry,2014,AL,Wilcox,S,1,36726,32.100881,-87.399767,SOCO,"Southern Company Services, Inc. - Trans",Alabama Power Co,195,0,0,0,Alabama River,0,0,HY,0,0,0,,1970,101.1,20691.6,0,1,0,0
2436,7384,7384,48,Guntersville,2014,AL,Marshall,S,1,35976,34.421272,-86.393931,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1939,115.2,45447.7,0.000633695,1,0,1
2437,7385,7385,48,Guntersville,2014,AL,Marshall,S,1,35976,34.421272,-86.393931,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1939,115.2,45447.7,0.000633695,1,0,1
2438,7386,7386,48,Guntersville,2014,AL,Marshall,S,1,35976,34.421272,-86.393931,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1939,115.2,45447.7,0.000633695,1,0,1
2439,7387,7387,48,Guntersville,2014,AL,Marshall,S,1,35976,34.421272,-86.393931,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1939,115.2,45447.7,0.000633695,1,0,1
2447,7431,7431,49,Wheeler Dam,2014,AL,Lawrence,S,1,35672,34.8069,-87.3819,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1936,404,45447.7,0.000633695,1,0,1
2448,7432,7432,49,Wheeler Dam,2014,AL,Lawrence,S,1,35672,34.8069,-87.3819,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1936,404,45447.7,0.000633695,1,0,1
2449,7433,7433,49,Wheeler Dam,2014,AL,Lawrence,S,1,35672,34.8069,-87.3819,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1936,404,45447.7,0.000633695,1,0,1
2450,7434,7434,49,Wheeler Dam,2014,AL,Lawrence,S,1,35672,34.8069,-87.3819,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1936,404,45447.7,0.000633695,1,0,1
2451,7435,7435,49,Wheeler Dam,2014,AL,Lawrence,S,1,35672,34.8069,-87.3819,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1936,404,45447.7,0.000633695,1,0,1
2452,7436,7436,49,Wheeler Dam,2014,AL,Lawrence,S,1,35672,34.8069,-87.3819,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1936,404,45447.7,0.000633695,1,0,1
2453,7437,7437,49,Wheeler Dam,2014,AL,Lawrence,S,1,35672,34.8069,-87.3819,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1936,404,45447.7,0.000633695,1,0,1
2454,7438,7438,49,Wheeler Dam,2014,AL,Lawrence,S,1,35672,34.8069,-87.3819,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1936,404,45447.7,0.000633695,1,0,1
2455,7439,7439,49,Wheeler Dam,2014,AL,Lawrence,S,1,35672,34.8069,-87.3819,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1936,404,45447.7,0.000633695,1,0,1
2456,7440,7440,49,Wheeler Dam,2014,AL,Lawrence,S,1,35672,34.8069,-87.3819,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1936,404,45447.7,0.000633695,1,0,1
2457,7441,7441,49,Wheeler Dam,2014,AL,Lawrence,S,1,35672,34.8069,-87.3819,TVA,Tennessee Valley Authority,Tennessee Valley Authority,18642,0,28.8,28.8,Tennessee River,0,0,HY,0,0,0,,1936,404,45447.7,0.000633695,1,0,1
2767,8342,8342,53,Gantt,2014,AL,Covington,S,1,36421,31.4033,-86.479469,AEC,PowerSouth Energy Cooperative,PowerSouth Energy Cooperative,189,0,0,0,Conecuh River,0,0,HY,0,0,0,,1926,3,1876.2,0,1,0,0
2768,8343,8343,53,Gantt,2014,AL,Covington,S,1,36421,31.4033,-86.479469,AEC,PowerSouth Energy Cooperative,PowerSouth Energy Cooperative,189,0,0,0,Conecuh River,0,0,HY,0,0,0,,1926,3,1876.2,0,1,0,0
3005,9053,9053,55,Point A,2014,AL,Covington,S,1,36421,31.361146,-86.518307,AEC,PowerSouth Energy Cooperative,PowerSouth Energy Cooperative,189,0,0,0,Conecuh River,0,0,HY,0,0,0,,1925,5.2,1876.2,0,1,0,0
3006,9054,9054,55,Point A,2014,AL,Covington,S,1,36421,31.361146,-86.518307,AEC,PowerSouth Energy Cooperative,PowerSouth Energy Cooperative,189,0,0,0,Conecuh River,0,0,HY,0,0,0,,1925,5.2,1876.2,0,1,0,0
3007,9055,9055,55,Point A,2014,AL,Covington,S,1,36421,31.361146,-86.518307,AEC,PowerSouth Energy Cooperative,PowerSouth Energy Cooperative,189,0,0,0,Conecuh River,0,0,HY,0,0,0,,1925,5.2,1876.2,0,1,0,0
3321,9973,9973,62,Annex Creek,2014,AK,Juneau,S,1,99801,58.3176,-134.101,,,Alaska Electric Light&Power Co,213,0,0,0,Annex Creek Lake,1,0,HY,0,0,0,,1915,4,134.4,0,1,0,0
3322,9974,9974,62,Annex Creek,2014,AK,Juneau,S,1,99801,58.3176,-134.101,,,Alaska Electric Light&Power Co,213,0,0,0,Annex Creek Lake,1,0,HY,0,0,0,,1915,4,134.4,0,1,0,0
3364,10104,10104,63,Gold Creek,2014,AK,Juneau,S,1,99801,58.3107,-134.4174,,,Alaska Electric Light&Power Co,213,0,0,0,Gold Creek,0,0,HY,0,0,0,,1914,1.6,134.4,0,1,0,0
3365,10105,10105,63,Gold Creek,2014,AK,Juneau,S,1,99801,58.3107,-134.4174,,,Alaska Electric Light&Power Co,213,0,0,0,Gold Creek,0,0,HY,0,0,0,,1914,1.6,134.4,0,1,0,0
3366,10106,10106,63,Gold Creek,2014,AK,Juneau,S,1,99801,58.3107,-134.4174,,,Alaska Electric Light&Power Co,213,0,0,0,Gold Creek,0,0,HY,0,0,0,,1914,1.6,134.4,0,1,0,0
3510,10546,10546,65,Salmon Creek 1,2014,AK,Juneau,S,1,99801,58.3269,-134.4631,,,Alaska Electric Light&Power Co,213,0,0,0,Salmon Creek Reservoir,1,0,HY,0,0,0,,1984,8.5,134.4,0,1,0,0
3564,10716,10716,66,Skagway,2014,AK,Skagway Hoonah Angoon,S,1,99840,59.4545,-135.3131,,,Alaska Power Co,219,0,0,0,Dewey Lake,1,0,HY,0,0,0,,1909,1,41.5,0,1,0,0
3565,10717,10717,66,Skagway,2014,AK,Skagway Hoonah Angoon,S,1,99840,59.4545,-135.3131,,,Alaska Power Co,219,0,0,0,Dewey Lake,1,0,HY,0,0,0,,1909,1,41.5,0,1,0,0
3566,10718,10718,66,Skagway,2014,AK,Skagway Hoonah Angoon,S,1,99840,59.4545,-135.3131,,,Alaska Power Co,219,0,0,0,Dewey Lake,1,0,HY,0,0,0,,1909,1,41.5,0,1,0,0
3567,10719,10719,66,Skagway,2014,AK,Skagway Hoonah Angoon,S,1,99840,59.4545,-135.3131,,,Alaska Power Co,219,0,0,0,Dewey Lake,1,0,HY,0,0,0,,1909,1,41.5,0,1,0,0
3598,10813,10813,70,Swan Lake,2014,AK,Ketchikan Gateway,W,1,99901,55.613892,-131.35417,,,Four Dam Pool Agency,6660,0,0,0,Swan Lake,1,0,HY,0,0,0,,1984,22.4,22.4,0,1,0,0
3599,10814,10814,70,Swan Lake,2014,AK,Ketchikan Gateway,W,1,99901,55.613892,-131.35417,,,Four Dam Pool Agency,6660,0,0,0,Swan Lake,1,0,HY,0,0,0,,1984,22.4,22.4,0,1,0,0
3647,10962,10962,71,Terror Lake,2014,AK,Kodiak Island,S,1,99615,57.6861,-152.895,,,Kodiak Electric Assn Inc,10433,0,9,9,Terror Lake,1,0,HY,0,0,0,,1984,33.6,78.9,0.114068441,1,0,0
3648,10963,10963,71,Terror Lake,2014,AK,Kodiak Island,S,1,99615,57.6861,-152.895,,,Kodiak Electric Assn Inc,10433,0,9,9,Terror Lake,1,0,HY,0,0,0,,1984,33.6,78.9,0.114068441,1,0,0
3649,10964,10964,71,Terror Lake,2014,AK,Kodiak Island,S,1,99615,57.6861,-152.895,,,Kodiak Electric Assn Inc,10433,0,9,9,Terror Lake,1,0,HY,0,0,0,,1984,33.6,78.9,0.114068441,1,0,0
3814,11464,11464,77,Eklutna Hydro Project,2014,AK,Matanuska Susitna,J,1,99645,61.475211,-149.15009,,,Chugach Electric Assn Inc,3522,0,18,18,Eklutna Lake,1,0,HY,0,0,0,,1955,44.4,706.4,0.025481314,1,0,0
3815,11465,11465,77,Eklutna Hydro Project,2014,AK,Matanuska Susitna,J,1,99645,61.475211,-149.15009,,,Chugach Electric Assn Inc,3522,0,18,18,Eklutna Lake,1,0,HY,0,0,0,,1955,44.4,706.4,0.025481314,1,0,0
3826,11502,11502,78,Snettisham,2014,AK,Juneau,W,1,99801,58.1415,-133.737,,,Alaska Industrial Dev&Exp Auth,253,0,0,0,Long Lake And Crater Lake,1,0,HY,0,0,0,,1973,78.2,78.2,0,1,0,0
3827,11503,11503,78,Snettisham,2014,AK,Juneau,W,1,99801,58.1415,-133.737,,,Alaska Industrial Dev&Exp Auth,253,0,0,0,Long Lake And Crater Lake,1,0,HY,0,0,0,,1973,78.2,78.2,0,1,0,0
3828,11504,11504,78,Snettisham,2014,AK,Juneau,W,1,99801,58.1415,-133.737,,,Alaska Industrial Dev&Exp Auth,253,0,0,0,Long Lake And Crater Lake,1,0,HY,0,0,0,,1973,78.2,78.2,0,1,0,0
3924,11797,11797,84,Ketchikan,2014,AK,Ketchikan Gateway,S,1,99901,55.344641,-131.633425,,,Ketchikan Public Utilities,10210,0,0,0,Ketchikan Lakes,1,0,HY,0,0,0,,1938,4.2,37.6,0,1,0,0
3925,11798,11798,84,Ketchikan,2014,AK,Ketchikan Gateway,S,1,99901,55.344641,-131.633425,,,Ketchikan Public Utilities,10210,0,0,0,Ketchikan Lakes,1,0,HY,0,0,0,,1938,4.2,37.6,0,1,0,0
3926,11799,11799,84,Ketchikan,2014,AK,Ketchikan Gateway,S,1,99901,55.344641,-131.633425,,,Ketchikan Public Utilities,10210,0,0,0,Ketchikan Lakes,1,0,HY,0,0,0,,1938,4.2,37.6,0,1,0,0
3943,11852,11852,88,Ashokan,2014,NY,Ulster,S,1,12401,41.949,-74.2063,NYIS,New York Independent System Operator,New York Power Authority,15296,0,600.5,600.5,Ashokan Reservoir,1,98.7,HY,0,0,0,,1982,4.6,6208.2,0.09672691,1,0,1
3944,11853,11853,88,Ashokan,2014,NY,Ulster,S,1,12401,41.949,-74.2063,NYIS,New York Independent System Operator,New York Power Authority,15296,0,600.5,600.5,Ashokan Reservoir,1,98.7,HY,0,0,0,,1982,4.6,6208.2,0.09672691,1,0,1
3964,11913,11913,91,Petersburg,2014,AK,Wrangell Petersburg,S,1,99833,56.81104,-132.957091,,,City of Petersburg,14856,0,0,0,Crystal Lake,1,0,HY,0,0,0,,1954,1.6,14.8,0,1,0,0
3968,11927,11927,93,Blue Lake Hydro,2014,AK,Sitka,S,1,99835,57.0516,-135.2297,,,Sitka City & Borough of,17271,0,0,0,Blue Lake,1,0,HY,0,0,0,,2014,15.9,60.1,0,1,0,0
3969,11928,11928,93,Blue Lake Hydro,2014,AK,Sitka,S,1,99835,57.0516,-135.2297,,,Sitka City & Borough of,17271,0,0,0,Blue Lake,1,0,HY,0,0,0,,2014,15.9,60.1,0,1,0,0
3970,11929,11929,93,Blue Lake Hydro,2014,AK,Sitka,S,1,99835,57.0516,-135.2297,,,Sitka City & Borough of,17271,0,0,0,Blue Lake,1,0,HY,0,0,0,,2014,15.9,60.1,0,1,0,0
0,2,2,100,South Consolidated,2014,AZ,Maricopa,S,1,85072,33.466477,-111.781064,SRP,Salt River Project,Salt River Project,16572,209.2,63,272.2,South Consolidated Canal,0,45,HY,0,0,0,,1981,1.4,13385.6,0.020335286,1,0,1
104,316,316,104,J S Eastwood,2014,CA,Fresno,S,1,93664,37.147926,-119.2567,CISO,California Independent System Operator,Southern California Edison Co,17609,3220.2,3522.8,6743,San Joaquin River,1,2602.7,PS,0,0,0,,1987,199.8,25231.4,0.267246368,1,0,1
300,914,914,145,Horse Mesa,2014,AZ,Maricopa,S,1,85072,33.5907,-111.344,SRP,Salt River Project,Salt River Project,16572,209.2,63,272.2,Salt River,0,45,HY,0,0,0,,1927,129.5,13385.6,0.020335286,1,0,1
301,915,915,145,Horse Mesa,2014,AZ,Maricopa,S,1,85072,33.5907,-111.344,SRP,Salt River Project,Salt River Project,16572,209.2,63,272.2,Salt River,0,45,HY,0,0,0,,1927,129.5,13385.6,0.020335286,1,0,1
302,916,916,145,Horse Mesa,2014,AZ,Maricopa,S,1,85072,33.5907,-111.344,SRP,Salt River Project,Salt River Project,16572,209.2,63,272.2,Salt River,0,45,HY,0,0,0,,1927,129.5,13385.6,0.020335286,1,0,1
303,917,917,145,Horse Mesa,2014,AZ,Maricopa,S,1,85072,33.5907,-111.344,SRP,Salt River Project,Salt River Project,16572,209.2,63,272.2,Salt River,0,45,HY,0,0,0,,1927,129.5,13385.6,0.020335286,1,0,1
321,990,990,148,Mormon Flat,2014,AZ,Maricopa,S,1,85072,33.5536,-111.4431,SRP,Salt River Project,Salt River Project,16572,209.2,63,272.2,Salt River,0,45,HY,0,0,0,,1926,63.5,13385.6,0.020335286,1,0,1
322,991,991,148,Mormon Flat,2014,AZ,Maricopa,S,1,85072,33.5536,-111.4431,SRP,Salt River Project,Salt River Project,16572,209.2,63,272.2,Salt River,0,45,HY,0,0,0,,1926,63.5,13385.6,0.020335286,1,0,1
348,1069,1069,149,Roosevelt,2014,AZ,Maricopa,S,1,85072,33.671104,-111.161786,SRP,Salt River Project,Salt River Project,16572,209.2,63,272.2,Salt River,0,45,HY,0,0,0,,1973,36,13385.6,0.020335286,1,0,1
366,1123,1123,150,Stewart Mountain,2014,AZ,Maricopa,S,1,85072,33.5661,-111.536,SRP,Salt River Project,Salt River Project,16572,209.2,63,272.2,Salt River,0,45,HY,0,0,0,,1930,13,13385.6,0.020335286,1,0,1
397,1224,1224,152,Davis Dam,2014,AZ,Mohave,S,1,86430,35.197044,-114.570669,WALC,Western Area Power Administration - Desert Southwest Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1951,254.8,14643.9,0.033939046,1,0,1
398,1225,1225,152,Davis Dam,2014,AZ,Mohave,S,1,86430,35.197044,-114.570669,WALC,Western Area Power Administration - Desert Southwest Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1951,254.8,14643.9,0.033939046,1,0,1
399,1226,1226,152,Davis Dam,2014,AZ,Mohave,S,1,86430,35.197044,-114.570669,WALC,Western Area Power Administration - Desert Southwest Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1951,254.8,14643.9,0.033939046,1,0,1
400,1227,1227,152,Davis Dam,2014,AZ,Mohave,S,1,86430,35.197044,-114.570669,WALC,Western Area Power Administration - Desert Southwest Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1951,254.8,14643.9,0.033939046,1,0,1
401,1228,1228,152,Davis Dam,2014,AZ,Mohave,S,1,86430,35.197044,-114.570669,WALC,Western Area Power Administration - Desert Southwest Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1951,254.8,14643.9,0.033939046,1,0,1
402,1245,1245,153,Glen Canyon Dam,2014,AZ,Coconino,S,1,86040,36.936614,-111.483872,WALC,Western Area Power Administration - Desert Southwest Region,Western Area Power Administration,27000,0,497,497,Lake Powell - Colorado River,1,1097.8,HY,0,0,0,,1964,1312,14643.9,0.033939046,1,0,1
403,1246,1246,153,Glen Canyon Dam,2014,AZ,Coconino,S,1,86040,36.936614,-111.483872,WALC,Western Area Power Administration - Desert Southwest Region,Western Area Power Administration,27000,0,497,497,Lake Powell - Colorado River,1,1097.8,HY,0,0,0,,1964,1312,14643.9,0.033939046,1,0,1
