,index,Unnamed: 0,plant_code,plant_name,report_year,state,county,ownership,sector,zip,lat,long,bal_auth_code,bal_auth_name,trans_owner,trans_owner_id,solar_cap,wind_cap,intermittent_cap,wat_source,isrsrvr,prop_interm_cap,prime_mover,uprate_or_repower,prop_gen,investment,plan_uprate_sum,op_year,nameplate,tot_nameplate,perc_intermittent,utility,plan_uprate,isRPS
2444,7402,7402,484,Red Mountain,2014,CA,San Diego,S,1,92028,33.3944,-117.1889,CISO,California Independent System Operator,San Diego Gas & Electric Co,16609,1206,383.9,1589.9,River,0,925,HY,0,0,0,,1985,5.9,5612.9,0.283258209,1,0,1
2445,7405,7405,487,Valley View,2014,CA,Orange,S,1,92886,33.9001,-117.82905,CISO,California Independent System Operator,Southern California Edison Co,17609,3220.2,3522.8,6743,River,0,2602.7,HY,0,0,0,,1985,4.1,25231.4,0.267246368,1,0,1
2446,7408,7408,489,Upper Dawson,2014,CA,Tuolumne,S,1,95329,37.6508,-120.4706,TID,Turlock Irrigation District,Turlock Irrigation District,19281,0,0,0,Upper Turlock Main Canal,0,0,HY,0,0,0,,1983,4.4,760.7,0,1,0,1
2458,7448,7448,494,Manitou Springs,2014,CO,El Paso,S,1,80829,38.855556,-104.933056,WACM,Western Area Power Administration - Rocky Mountain Region,Colorado Springs City of,3989,7.5,0,7.5,Municipality,0,2,HY,0,0,0,,1927,6,1182.5,0.006342495,1,0,1
2459,7449,7449,494,Manitou Springs,2014,CO,El Paso,S,1,80829,38.855556,-104.933056,WACM,Western Area Power Administration - Rocky Mountain Region,Colorado Springs City of,3989,7.5,0,7.5,Municipality,0,2,HY,0,0,0,,1927,6,1182.5,0.006342495,1,0,1
2460,7450,7450,494,Manitou Springs,2014,CO,El Paso,S,1,80829,38.855556,-104.933056,WACM,Western Area Power Administration - Rocky Mountain Region,Colorado Springs City of,3989,7.5,0,7.5,Municipality,0,2,HY,0,0,0,,1927,6,1182.5,0.006342495,1,0,1
2461,7453,7453,495,Ruxton Park,2014,CO,El Paso,S,1,80829,38.841354,-104.973802,WACM,Western Area Power Administration - Rocky Mountain Region,Colorado Springs City of,3989,7.5,0,7.5,Municipality,0,2,HY,0,0,0,,1925,1.2,1182.5,0.006342495,1,0,1
2645,7977,7977,505,Boysen,2014,WY,Fremont,S,1,82649,43.417872,-108.177545,WAUW,Western Area Power Administration UGP West,Western Area Power Administration,27000,0,497,497,Wind River,0,1097.8,HY,0,0,0,,1952,15,14643.9,0.033939046,1,0,1
2646,7978,7978,505,Boysen,2014,WY,Fremont,S,1,82649,43.417872,-108.177545,WAUW,Western Area Power Administration UGP West,Western Area Power Administration,27000,0,497,497,Wind River,0,1097.8,HY,0,0,0,,1952,15,14643.9,0.033939046,1,0,1
2728,8225,8225,512,Blue Mesa,2014,CO,Gunnison,S,1,81401,38.453191,-107.337483,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Blue Mesa Reservoir-Gunnison R,1,1097.8,HY,0,0,0,,1967,86.4,14643.9,0.033939046,1,0,1
2729,8226,8226,512,Blue Mesa,2014,CO,Gunnison,S,1,81401,38.453191,-107.337483,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Blue Mesa Reservoir-Gunnison R,1,1097.8,HY,0,0,0,,1967,86.4,14643.9,0.033939046,1,0,1
2730,8233,8233,513,Estes,2014,CO,Larimer,S,1,80517,40.376771,-105.509665,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1950,45,14643.9,0.033939046,1,0,1
2731,8234,8234,513,Estes,2014,CO,Larimer,S,1,80517,40.376771,-105.509665,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1950,45,14643.9,0.033939046,1,0,1
2732,8235,8235,513,Estes,2014,CO,Larimer,S,1,80517,40.376771,-105.509665,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1950,45,14643.9,0.033939046,1,0,1
2733,8240,8240,514,Morrow Point,2014,CO,Montrose,S,1,81401,38.451753,-107.539299,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Morrow Point Reservoir-Gunniso,1,1097.8,HY,0,0,0,,1970,173.2,14643.9,0.033939046,1,0,1
2734,8241,8241,514,Morrow Point,2014,CO,Montrose,S,1,81401,38.451753,-107.539299,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Morrow Point Reservoir-Gunniso,1,1097.8,HY,0,0,0,,1970,173.2,14643.9,0.033939046,1,0,1
2735,8244,8244,515,Big Thompson,2014,CO,Larimer,S,1,80538,40.421031,-105.223804,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1959,4.5,14643.9,0.033939046,1,0,1
2736,8249,8249,516,Green Mountain,2014,CO,Summit,S,1,80459,39.878805,-106.332725,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Blue River,0,1097.8,HY,0,0,0,,1943,26,14643.9,0.033939046,1,0,1
2737,8250,8250,516,Green Mountain,2014,CO,Summit,S,1,80459,39.878805,-106.332725,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Blue River,0,1097.8,HY,0,0,0,,1943,26,14643.9,0.033939046,1,0,1
2738,8253,8253,517,Marys Lake,2014,CO,Larimer,S,1,80517,40.34408,-105.534308,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1951,8.1,14643.9,0.033939046,1,0,1
2739,8260,8260,518,Flatiron,2014,CO,Larimer,S,1,80539,40.364996,-105.236032,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1954,94.5,14643.9,0.033939046,1,0,1
2740,8261,8261,518,Flatiron,2014,CO,Larimer,S,1,80539,40.364996,-105.236032,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1954,94.5,14643.9,0.033939046,1,0,1
2741,8262,8262,518,Flatiron,2014,CO,Larimer,S,1,80539,40.364996,-105.236032,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1954,94.5,14643.9,0.033939046,1,0,1
2742,8265,8265,519,Pole Hill,2014,CO,Larimer,S,1,80537,40.365056,-105.325074,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Colorado River,0,1097.8,HY,0,0,0,,1954,38.2,14643.9,0.033939046,1,0,1
2743,8268,8268,520,Lower Molina,2014,CO,Mesa,S,1,81401,39.19366,-108.044088,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Bonham Reservoir,1,1097.8,HY,0,0,0,,1962,5.6,14643.9,0.033939046,1,0,1
2759,8316,8316,521,Upper Molina,2014,CO,Mesa,S,1,81401,39.143808,-108.004777,WACM,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration,27000,0,497,497,Bonham Reservoir,1,1097.8,HY,0,0,0,,1962,9.9,14643.9,0.033939046,1,0,1
2769,8346,8346,531,Camp Far West,2014,CA,Placer,W,1,95692,39.048802,-121.316966,CISO,California Independent System Operator,Pacific Gas & Electric Co,14328,1500.3,1667.5,3167.8,Bear River,0,1506.3,HY,0,0,0,,1985,7.2,32935.2,0.096182807,1,0,1
2770,8349,8349,534,Jones Fork,2014,CA,El Dorado,S,1,95725,38.850283,-120.381883,BANC,Balancing Authority of Northern California,Sacramento Municipal Util Dist,16534,108.7,0,108.7,South Fork Silver Creek,0,0,HY,0,0,0,,1985,10,1955,0.055601023,1,0,1
2771,8356,8356,537,Camanche,2014,CA,San Joaquin,S,1,95227,38.2268,-121.0245,CISO,California Independent System Operator,Pacific Gas & Electric Co,14328,1500.3,1667.5,3167.8,Comanche Reservoir,1,1506.3,HY,0,0,0,,1983,10.8,32935.2,0.096182807,1,0,1
2772,8357,8357,537,Camanche,2014,CA,San Joaquin,S,1,95227,38.2268,-121.0245,CISO,California Independent System Operator,Pacific Gas & Electric Co,14328,1500.3,1667.5,3167.8,Comanche Reservoir,1,1506.3,HY,0,0,0,,1983,10.8,32935.2,0.096182807,1,0,1
2773,8358,8358,537,Camanche,2014,CA,San Joaquin,S,1,95227,38.2268,-121.0245,CISO,California Independent System Operator,Pacific Gas & Electric Co,14328,1500.3,1667.5,3167.8,Comanche Reservoir,1,1506.3,HY,0,0,0,,1983,10.8,32935.2,0.096182807,1,0,1
2774,8361,8361,539,Rocky River (CT),2014,CT,Litchfield,W,2,6776,41.5826,-73.4349,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,1,20,PS,0,0,0,,1928,24,4419.4,0.002036476,0,0,1
2778,8383,8383,541,Bulls Bridge,2014,CT,Litchfield,W,2,6776,41.659046,-73.491984,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1903,7.2,4419.4,0.002036476,0,0,1
2779,8384,8384,541,Bulls Bridge,2014,CT,Litchfield,W,2,6776,41.659046,-73.491984,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1903,7.2,4419.4,0.002036476,0,0,1
2780,8385,8385,541,Bulls Bridge,2014,CT,Litchfield,W,2,6776,41.659046,-73.491984,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1903,7.2,4419.4,0.002036476,0,0,1
2781,8386,8386,541,Bulls Bridge,2014,CT,Litchfield,W,2,6776,41.659046,-73.491984,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1903,7.2,4419.4,0.002036476,0,0,1
2782,8387,8387,541,Bulls Bridge,2014,CT,Litchfield,W,2,6776,41.659046,-73.491984,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1903,7.2,4419.4,0.002036476,0,0,1
2783,8388,8388,541,Bulls Bridge,2014,CT,Litchfield,W,2,6776,41.659046,-73.491984,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1903,7.2,4419.4,0.002036476,0,0,1
2943,8871,8871,547,Northfield Mountain,2014,MA,Franklin,W,2,1360,42.610683,-72.471643,ISNE,ISO New England Inc.,Western Massachusetts Elec Co,20455,14.8,0,14.8,Connecticut River,1,0,PS,1,0,1,22,1972,940,2382.7,0.006211441,0,22,1
2944,8872,8872,547,Northfield Mountain,2014,MA,Franklin,W,2,1360,42.610683,-72.471643,ISNE,ISO New England Inc.,Western Massachusetts Elec Co,20455,14.8,0,14.8,Connecticut River,1,0,PS,1,0,1,,1972,940,2382.7,0.006211441,0,0,1
2945,8873,8873,547,Northfield Mountain,2014,MA,Franklin,W,2,1360,42.610683,-72.471643,ISNE,ISO New England Inc.,Western Massachusetts Elec Co,20455,14.8,0,14.8,Connecticut River,1,0,PS,1,0,1,,1972,940,2382.7,0.006211441,0,0,1
2946,8874,8874,547,Northfield Mountain,2014,MA,Franklin,W,2,1360,42.610683,-72.471643,ISNE,ISO New England Inc.,Western Massachusetts Elec Co,20455,14.8,0,14.8,Connecticut River,1,0,PS,1,0,1,,1972,940,2382.7,0.006211441,0,0,1
3019,9091,9091,551,Scotland Dam,2014,CT,Windham,W,2,6280,41.6651,-72.1221,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Shetucket,0,20,HY,0,0,0,,1937,2,4419.4,0.002036476,0,0,1
3020,9094,9094,552,Shepaug,2014,CT,New Haven,W,2,6488,41.44842,-73.295321,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1955,37.2,4419.4,0.002036476,0,0,1
3026,9118,9118,553,Stevenson,2014,CT,Fairfield,W,2,6468,41.3833,-73.1714,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1919,30.5,4419.4,0.002036476,0,0,1
3027,9119,9119,553,Stevenson,2014,CT,Fairfield,W,2,6468,41.3833,-73.1714,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1919,30.5,4419.4,0.002036476,0,0,1
3028,9120,9120,553,Stevenson,2014,CT,Fairfield,W,2,6468,41.3833,-73.1714,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1919,30.5,4419.4,0.002036476,0,0,1
3029,9121,9121,553,Stevenson,2014,CT,Fairfield,W,2,6468,41.3833,-73.1714,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1919,30.5,4419.4,0.002036476,0,0,1
3030,9132,9132,554,Taftville,2014,CT,New London,W,2,6380,41.5725,-72.0458,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Shetucket,0,20,HY,0,0,0,,1906,1.6,4419.4,0.002036476,0,0,1
3031,9133,9133,554,Taftville,2014,CT,New London,W,2,6380,41.5725,-72.0458,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Shetucket,0,20,HY,0,0,0,,1906,1.6,4419.4,0.002036476,0,0,1
3032,9134,9134,554,Taftville,2014,CT,New London,W,2,6380,41.5725,-72.0458,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Shetucket,0,20,HY,0,0,0,,1906,1.6,4419.4,0.002036476,0,0,1
3033,9135,9135,554,Taftville,2014,CT,New London,W,2,6380,41.5725,-72.0458,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Shetucket,0,20,HY,0,0,0,,1906,1.6,4419.4,0.002036476,0,0,1
3034,9136,9136,554,Taftville,2014,CT,New London,W,2,6380,41.5725,-72.0458,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Shetucket,0,20,HY,0,0,0,,1906,1.6,4419.4,0.002036476,0,0,1
3040,9156,9156,557,Tunnel,2014,CT,New London,W,2,6365,41.555425,-72.041829,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Quinebaug,0,20,HY,0,0,0,,1919,2,4419.4,0.002036476,0,0,1
3041,9157,9157,557,Tunnel,2014,CT,New London,W,2,6365,41.555425,-72.041829,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Quinebaug,0,20,HY,0,0,0,,1919,2,4419.4,0.002036476,0,0,1
3049,9183,9183,559,Rainbow (CT),2014,CT,HARTFORD,S,1,6095,41.915312,-72.693616,ISNE,ISO New England Inc.,Eversource,59497,2,0,2,Farmington River,0,0,HY,0,0,0,,1925,8,1067,0.001874414,1,0,1
3050,9184,9184,559,Rainbow (CT),2014,CT,HARTFORD,S,1,6095,41.915312,-72.693616,ISNE,ISO New England Inc.,Eversource,59497,2,0,2,Farmington River,0,0,HY,0,0,0,,1925,8,1067,0.001874414,1,0,1
3052,9205,9205,560,Falls Village,2014,CT,Litchfield,W,2,6031,41.957272,-73.369297,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1914,9,4419.4,0.002036476,0,0,1
3053,9206,9206,560,Falls Village,2014,CT,Litchfield,W,2,6031,41.957272,-73.369297,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1914,9,4419.4,0.002036476,0,0,1
3054,9207,9207,560,Falls Village,2014,CT,Litchfield,W,2,6031,41.957272,-73.369297,ISNE,ISO New England Inc.,Connecticut Light & Power Co,4176,9,0,9,Housatonic River,0,20,HY,0,0,0,,1914,9,4419.4,0.002036476,0,0,1
3148,9484,9484,579,Central Hudson High Falls,2014,NY,ULSTER,S,1,12440,41.828814,-74.131877,NYIS,New York Independent System Operator,Central Hudson Gas & Elec Corp,3249,0,0,0,Rondout Creek,0,1.4,HY,0,0,0,,1986,3.2,1906.7,0,1,0,1
3151,9494,9494,583,Tenth Street,2014,CT,New London,S,1,6360,41.538955,-72.050936,ISNE,ISO New England Inc.,City of Norwich,13831,0,0,0,Shetucket River,0,0,HY,0,0,0,,1967,1.4,37.4,0,1,0,1
3156,9509,9509,584,Navajo Dam,2014,NM,San Juan,S,1,87401,36.8061,-107.6131,WACM,Western Area Power Administration - Rocky Mountain Region,City of Farmington,6204,0,0,0,San Juan River,0,0,HY,0,0,0,,1989,30,243.4,0,1,0,1
3157,9510,9510,584,Navajo Dam,2014,NM,San Juan,S,1,87401,36.8061,-107.6131,WACM,Western Area Power Administration - Rocky Mountain Region,City of Farmington,6204,0,0,0,San Juan River,0,0,HY,0,0,0,,1989,30,243.4,0,1,0,1
3161,9526,9526,585,Drop 1,2014,CA,Imperial,S,1,92250,32.711611,-114.942666,IID,Imperial Irrigation District,Imperial Irrigation District,9216,215.7,0,215.7,Well & Canal Filtered,0,110,HY,0,0,0,,1984,5.7,1765.5,0.122175021,1,0,1
3162,9527,9527,585,Drop 1,2014,CA,Imperial,S,1,92250,32.711611,-114.942666,IID,Imperial Irrigation District,Imperial Irrigation District,9216,215.7,0,215.7,Well & Canal Filtered,0,110,HY,0,0,0,,1984,5.7,1765.5,0.122175021,1,0,1
3163,9528,9528,585,Drop 1,2014,CA,Imperial,S,1,92250,32.711611,-114.942666,IID,Imperial Irrigation District,Imperial Irrigation District,9216,215.7,0,215.7,Well & Canal Filtered,0,110,HY,0,0,0,,1984,5.7,1765.5,0.122175021,1,0,1
3164,9531,9531,586,East Highline,2014,CA,Imperial,S,1,92231,32.699451,-115.28245,IID,Imperial Irrigation District,Imperial Irrigation District,9216,215.7,0,215.7,Canal Filtered,0,110,HY,0,0,0,,1984,2.4,1765.5,0.122175021,1,0,1
3351,10061,10061,622,South Fork Tolt,2014,WA,King,S,1,98045,47.699167,-121.783333,SCL,Seattle City Light,Seattle City of,16868,0,0,0,South Fork Tolt River,0,0,HY,0,0,0,,1995,16.8,908.4,0,1,0,1
3355,10075,10075,625,Upper Mechanicville,2014,NY,Saratoga,S,1,12170,42.9126,-73.6805,NYIS,New York Independent System Operator,New York State Elec & Gas Corp,13511,1.8,579.1,580.9,Hudson River,0,16.1,HY,0,0,0,,1983,16.4,2474.7,0.234735523,1,0,1
3356,10076,10076,625,Upper Mechanicville,2014,NY,Saratoga,S,1,12170,42.9126,-73.6805,NYIS,New York Independent System Operator,New York State Elec & Gas Corp,13511,1.8,579.1,580.9,Hudson River,0,16.1,HY,0,0,0,,1983,16.4,2474.7,0.234735523,1,0,1
3357,10079,10079,626,Oak Flat,2014,CA,Plumas,S,1,95956,40.07531,-121.16143,CISO,California Independent System Operator,Pacific Gas & Electric Co,14328,1500.3,1667.5,3167.8,North Fork Feather River,0,1506.3,HY,0,0,0,,1985,1.4,32935.2,0.096182807,1,0,1
3370,10118,10118,632,Newcastle,2014,CA,Placer,S,1,95603,38.835182,-121.092982,CISO,California Independent System Operator,Pacific Gas & Electric Co,14328,1500.3,1667.5,3167.8,South Canal,0,1506.3,HY,0,0,0,,1986,12.7,32935.2,0.096182807,1,0,1
3589,10786,10786,678,W K Sanders,2014,VT,Lamoille,S,1,5655,44.625282,-72.530859,ISNE,ISO New England Inc.,Village of Morrisville,12989,0,0,0,Green River Reservoir,1,0,HY,0,0,0,,1983,1.8,5.2,0,1,0,0
3590,10787,10787,678,W K Sanders,2014,VT,Lamoille,S,1,5655,44.625282,-72.530859,ISNE,ISO New England Inc.,Village of Morrisville,12989,0,0,0,Green River Reservoir,1,0,HY,0,0,0,,1983,1.8,5.2,0,1,0,0
3594,10799,10799,682,Kerckhoff 2,2014,CA,Fresno,S,1,93602,37.071846,-119.558008,CISO,California Independent System Operator,Pacific Gas & Electric Co,14328,1500.3,1667.5,3167.8,San Joaquin River,0,1506.3,HY,0,0,0,,1983,139.5,32935.2,0.096182807,1,0,1
3595,10806,10806,690,J Woodruff,2014,FL,Gadsden,S,1,32324,30.708571,-84.863869,FPL,Florida Power & Light Company,Florida Power & Light Co,6452,35,0,35,Lake Seminole Reservoir,1,0,HY,0,0,0,,2001,43.5,30466.7,0.001148795,1,0,0
3596,10807,10807,690,J Woodruff,2014,FL,Gadsden,S,1,32324,30.708571,-84.863869,FPL,Florida Power & Light Company,Florida Power & Light Co,6452,35,0,35,Lake Seminole Reservoir,1,0,HY,0,0,0,,2001,43.5,30466.7,0.001148795,1,0,0
3597,10808,10808,690,J Woodruff,2014,FL,Gadsden,S,1,32324,30.708571,-84.863869,FPL,Florida Power & Light Company,Florida Power & Light Co,6452,35,0,35,Lake Seminole Reservoir,1,0,HY,0,0,0,,2001,43.5,30466.7,0.001148795,1,0,0
3602,10833,10833,702,Bartletts Ferry,2014,AL,Lee,S,1,36874,32.661976,-85.091552,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1926,173,34434.8,0.000737626,1,0,0
3603,10834,10834,702,Bartletts Ferry,2014,AL,Lee,S,1,36874,32.661976,-85.091552,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1926,173,34434.8,0.000737626,1,0,0
3604,10835,10835,702,Bartletts Ferry,2014,AL,Lee,S,1,36874,32.661976,-85.091552,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1926,173,34434.8,0.000737626,1,0,0
3605,10836,10836,702,Bartletts Ferry,2014,AL,Lee,S,1,36874,32.661976,-85.091552,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1926,173,34434.8,0.000737626,1,0,0
3606,10837,10837,702,Bartletts Ferry,2014,AL,Lee,S,1,36874,32.661976,-85.091552,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1926,173,34434.8,0.000737626,1,0,0
3607,10838,10838,702,Bartletts Ferry,2014,AL,Lee,S,1,36874,32.661976,-85.091552,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1926,173,34434.8,0.000737626,1,0,0
3610,10849,10849,704,Burton Dam,2014,GA,Rabun,S,1,30523,34.7939,-83.5406,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Tallulah River,0,301,HY,0,0,0,,1927,6,34434.8,0.000737626,1,0,0
3611,10850,10850,704,Burton Dam,2014,GA,Rabun,S,1,30523,34.7939,-83.5406,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Tallulah River,0,301,HY,0,0,0,,1927,6,34434.8,0.000737626,1,0,0
3631,10916,10916,706,Flint River,2014,GA,Dougherty,S,1,31071,31.6028,-84.1376,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Flint River,0,301,HY,0,0,0,,1921,5.4,34434.8,0.000737626,1,0,0
3632,10917,10917,706,Flint River,2014,GA,Dougherty,S,1,31071,31.6028,-84.1376,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Flint River,0,301,HY,0,0,0,,1921,5.4,34434.8,0.000737626,1,0,0
3633,10918,10918,706,Flint River,2014,GA,Dougherty,S,1,31071,31.6028,-84.1376,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Flint River,0,301,HY,0,0,0,,1921,5.4,34434.8,0.000737626,1,0,0
3636,10937,10937,707,Goat Rock,2014,AL,Lee,S,1,36877,32.60965,-85.0805,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1915,38.6,34434.8,0.000737626,1,0,0
3637,10938,10938,707,Goat Rock,2014,AL,Lee,S,1,36877,32.60965,-85.0805,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1915,38.6,34434.8,0.000737626,1,0,0
3638,10939,10939,707,Goat Rock,2014,AL,Lee,S,1,36877,32.60965,-85.0805,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1915,38.6,34434.8,0.000737626,1,0,0
3639,10940,10940,707,Goat Rock,2014,AL,Lee,S,1,36877,32.60965,-85.0805,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1915,38.6,34434.8,0.000737626,1,0,0
3640,10941,10941,707,Goat Rock,2014,AL,Lee,S,1,36877,32.60965,-85.0805,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1915,38.6,34434.8,0.000737626,1,0,0
3641,10942,10942,707,Goat Rock,2014,AL,Lee,S,1,36877,32.60965,-85.0805,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1915,38.6,34434.8,0.000737626,1,0,0
3650,10969,10969,711,Langdale,2014,AL,Chambers,S,1,36854,32.813836,-85.167786,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1924,1,34434.8,0.000737626,1,0,0
3651,10970,10970,711,Langdale,2014,AL,Chambers,S,1,36854,32.813836,-85.167786,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Chattahoochee River,0,301,HY,0,0,0,,1924,1,34434.8,0.000737626,1,0,0
3658,11001,11001,712,Lloyd Shoals,2014,GA,Jasper,S,1,31024,33.320773,-83.841922,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Ocmulgee River,0,301,HY,0,0,0,,1911,14.4,34434.8,0.000737626,1,0,0
3659,11002,11002,712,Lloyd Shoals,2014,GA,Jasper,S,1,31024,33.320773,-83.841922,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Ocmulgee River,0,301,HY,0,0,0,,1911,14.4,34434.8,0.000737626,1,0,0
3660,11003,11003,712,Lloyd Shoals,2014,GA,Jasper,S,1,31024,33.320773,-83.841922,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Ocmulgee River,0,301,HY,0,0,0,,1911,14.4,34434.8,0.000737626,1,0,0
3661,11004,11004,712,Lloyd Shoals,2014,GA,Jasper,S,1,31024,33.320773,-83.841922,SOCO,"Southern Company Services, Inc. - Trans",Georgia Power Co,7140,25.4,0,25.4,Ocmulgee River,0,301,HY,0,0,0,,1911,14.4,34434.8,0.000737626,1,0,0
